,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción
5655,"['civil', 'war', 'reign', 'result', 'endur', 'war', 'eventu', 'persian', 'oblig', 'withdraw', 'arm', 'forc', 'return', 'sassanid-rul', 'egypt', 'levant', 'whatev', 'imperi', 'territori', 'mesopotamia']",2,1359.0,1165.0,1277.0,2248.0,390.0,4
5660,"['drop', 'substanti', 'size', '500,000', 'inhabit', '40,000', '–', '70,000', 'like', 'urban', 'centr', 'partli', 'ruralis', 'citi', 'also', 'lost', 'free', 'grain', 'shipment', '618']",2,1235.0,1165.0,1246.0,1279.0,2849.0,5
5706,"[""basil'"", 'first', 'expedit', 'bulgaria', 'howev', 'result', 'defeat', 'gate', 'trajan', 'next', 'year', 'emperor', 'would', 'preoccupi', 'intern', 'revolt', 'anatolia', 'bulgarian', 'expand', 'realm']",2,1084.0,1222.0,1285.0,985.0,1108.0,3
5707,"['balkan', 'war', 'drag', 'nearli', 'twenti', 'year', 'byzantin', 'victori', 'spercheio', 'skopj', 'decis', 'weaken', 'bulgarian', 'armi', 'annual', 'campaign', 'basil', 'method', 'reduc', 'bulgarian']",2,758.0,1187.0,857.0,1433.0,624.0,4
5715,"['even', 'christianis', 'ru', 'howev', 'relat', 'alway', 'friendli', 'seriou', 'conflict', 'two', 'power', 'war', '968', '–', '971', 'bulgaria', 'sever', 'ru', 'raid', 'expedit']",2,1156.0,1234.0,1308.0,1604.0,811.0,4
5725,"['employ', 'strong', 'civil', 'servic', 'staf', 'compet', 'aristocrat', 'oversaw', 'collect', 'tax', 'domest', 'administr', 'foreign', 'polici', 'macedonian', 'emperor', 'also', 'increas', ""empire'"", 'wealth']",2,753.0,794.0,720.0,654.0,663.0,1
5729,"['separ', '16', 'juli', 'three', 'papal', 'legat', 'enter', 'hagia', 'sophia', 'divin', 'liturgi', 'saturday', 'afternoon', 'place', 'bull', 'excommun', 'altar', '108', 'so-cal', 'great']",2,351.0,449.0,503.0,362.0,276.0,3
5731,"['shift', 'emphasi', 'militari', 'divis', 'τάγματα', 'tagmata', 'reactiv', 'defence-ori', 'citizen', 'armi', 'armi', 'profession', 'career', 'soldier', 'increasingli', 'depend', 'foreign', 'mercenari', 'mercenari', 'expens']",2,632.0,685.0,520.0,980.0,152.0,4
5737,"['1053', 'constantin', 'ix', 'disband', 'historian', 'john', 'skylitz', 'call', 'iberian', 'armi', 'consist', '50,000', 'men', 'turn', 'contemporari', 'drungari', 'watch', 'two', 'knowledg', 'contemporari']",2,723.0,891.0,874.0,999.0,1056.0,4
5753,"['achiev', 'stabil', 'west', 'alexio', 'could', 'turn', 'attent', 'sever', 'econom', 'difficulti', 'disintegr', ""empire'"", 'tradit', 'defenc', '123', 'howev', 'still', 'enough', 'manpow', 'recov']",2,641.0,724.0,689.0,659.0,640.0,1
5762,"['twenty-five-year', 'reign', 'john', 'made', 'allianc', 'holi', 'roman', 'empir', 'west', 'decis', 'defeat', 'pecheneg', 'battl', 'beroia', '129', 'thwart', 'hungarian', 'serbian', 'threat', '1120']",2,1365.0,1360.0,993.0,769.0,276.0,1
5772,"['east', 'howev', 'manuel', 'suffer', 'major', 'defeat', '1176', 'battl', 'myriokephalon', 'turk', 'yet', 'loss', 'quickli', 'recov', 'follow', 'year', ""manuel'"", 'forc', 'inflict', 'defeat']",2,1070.0,1166.0,1193.0,1382.0,1029.0,4
5774,"['john', 'manuel', 'pursu', 'activ', 'militari', 'polici', 'deploy', 'consider', 'resourc', 'sieg', 'citi', 'defenc', 'aggress', 'fortif', 'polici', 'heart', 'imperi', 'militari', 'polici', '137']",2,675.0,814.0,837.0,881.0,230.0,3
5778,"['size', 'urban', 'settlement', 'togeth', 'notabl', 'upsurg', 'new', 'town', 'trade', 'also', 'flourish', 'venetian', 'genoes', 'other', 'open', 'port', 'aegean', 'commerc', 'ship', 'good']",2,771.0,851.0,1120.0,638.0,790.0,3
5780,"['provid', 'model', 'earli', 'human', 'renaiss', 'interest', 'classic', 'author', 'eustathiu', 'thessalonica', 'byzantin', 'human', 'found', 'characterist', 'express', '141', 'philosophi', 'resurg', 'classic', 'learn']",2,565.0,939.0,713.0,319.0,1975.0,5
5784,"['143', 'util', 'good', 'look', 'immens', 'popular', 'armi', 'march', 'constantinopl', 'august', '1182', 'incit', 'massacr', 'latin', '143', 'elimin', 'potenti', 'rival', 'crown', 'co-emperor']",2,442.0,636.0,491.0,717.0,150.0,4
5786,"['sale', 'offic', 'ceas', 'select', 'base', 'merit', 'rather', 'favourit', 'offici', 'paid', 'adequ', 'salari', 'reduc', 'temptat', 'briberi', 'provinc', ""andronikos'"", 'reform', 'produc', 'speedi']",2,338.0,341.0,346.0,332.0,305.0,1
5787,"['mark', 'improv', '144', 'aristocrat', 'infuri', 'make', 'matter', 'wors', 'androniko', 'seem', 'becom', 'increasingli', 'unbalanc', 'execut', 'violenc', 'becam', 'increasingli', 'common', 'reign', 'turn']",2,506.0,598.0,681.0,462.0,416.0,3
5791,"['–', '1189', 'invas', 'forc', '300', 'ship', '80,000', 'men', 'arriv', '1185', '146', 'androniko', 'mobilis', 'small', 'fleet', '100', 'ship', 'defend', 'capit', 'indiffer']",2,803.0,892.0,1187.0,1095.0,1108.0,3
5794,"['weaken', 'grow', 'power', 'vacuum', 'center', 'empir', 'encourag', 'fragment', 'evid', 'komnenian', 'heir', 'set', 'semi-independ', 'state', 'trebizond', '1204', '148', 'accord', 'alexand', 'vasiliev']",2,1026.0,1010.0,678.0,829.0,574.0,1
5806,"['command', 'georgian', 'expedit', 'chaldia', '156', 'week', 'sack', 'constantinopl', 'found', 'de', 'facto', 'emperor', 'establish', 'trebizond', 'three', 'successor', 'state', 'epiru', 'nicaea', 'stood']",2,634.0,934.0,955.0,787.0,399.0,3
5816,"['situat', 'becam', 'wors', 'byzantium', 'civil', 'war', 'androniko', 'iii', 'die', 'six-year-long', 'civil', 'war', 'devast', 'empir', 'allow', 'serbian', 'ruler', 'stefan', 'dušan', 'r']",2,1222.0,1383.0,1185.0,1937.0,364.0,4
5818,"['war', 'john', 'vi', 'kantakouzeno', 'establish', 'europ', '162', 'time', 'byzantin', 'civil', 'war', 'end', 'ottoman', 'defeat', 'serbian', 'subjug', 'vassal', 'follow', 'battl', 'kosovo']",2,1235.0,1916.0,1766.0,2435.0,660.0,4
5821,"['constantinopl', 'stage', 'underpopul', 'dilapid', 'popul', 'citi', 'collaps', 'sever', 'littl', 'cluster', 'villag', 'separ', 'field', '2', 'april', '1453', 'sultan', ""mehmed'"", 'armi', '80,000']",2,748.0,922.0,704.0,969.0,1254.0,4
5822,"['men', 'larg', 'number', 'irregular', 'laid', 'sieg', 'citi', '166', 'despit', 'desper', 'last-ditch', 'defenc', 'citi', 'massiv', 'outnumb', 'christian', 'forc', 'c', '7,000', 'men']",2,1173.0,1257.0,1075.0,1159.0,1357.0,1
5825,"['independ', 'state', 'pay', 'annual', 'tribut', 'ottoman', 'incompet', 'rule', 'failur', 'pay', 'annual', 'tribut', 'revolt', 'ottoman', 'final', 'led', 'mehm', ""ii'"", 'invas', 'morea']",2,635.0,1036.0,1216.0,1045.0,208.0,3
5826,"['holdout', 'remain', 'time', 'island', 'monemvasia', 'refus', 'surrend', 'first', 'rule', 'short', 'time', 'aragones', 'corsair', 'popul', 'drove', 'obtain', 'consent', 'thoma', 'place', ""pope'""]",2,895.0,1264.0,1269.0,752.0,1065.0,3
5828,"[""morea'"", 'northwest', 'graitza', 'palaiologo', 'militari', 'command', 'station', 'salmeniko', 'castl', 'town', 'eventu', 'surrend', 'graitza', 'garrison', 'town', 'resid', 'held', 'castl', 'juli', '1461']",2,422.0,516.0,446.0,550.0,129.0,4
5845,"['court', 'prestig', 'influenc', 'offici', 'arrang', 'strict', 'order', 'around', 'emperor', 'depend', 'upon', 'imperi', 'rank', 'also', 'actual', 'administr', 'job', 'author', 'could', 'vest']",2,969.0,1064.0,994.0,693.0,749.0,3
5849,"['soon', 'manag', 'draw', 'neighbour', 'network', 'intern', 'inter-st', 'relat', '178', 'network', 'revolv', 'around', 'treati', 'make', 'includ', 'welcom', 'new', 'ruler', 'famili', 'king']",2,904.0,1100.0,1113.0,784.0,743.0,3
5853,"['182', 'surfac', 'protocol', 'offic', '–', 'main', 'duti', 'ensur', 'foreign', 'envoy', 'properli', 'care', 'receiv', 'suffici', 'state', 'fund', 'mainten', 'kept', 'offici', 'translat']",2,504.0,625.0,684.0,707.0,467.0,4
5855,"['potenti', 'hostag', 'also', 'use', 'pawn', 'case', 'polit', 'condit', 'came', 'chang', 'anoth', 'key', 'practic', 'overwhelm', 'visitor', 'sumptuou', 'display', '178', 'accord', 'dimitri']",2,996.0,958.0,848.0,745.0,1087.0,1
5857,"['miletu', 'greek', 'mathematician', 'architect', 'hagia', 'sophia', 'produc', 'first', 'compil', 'archimed', 'work', 'c', '530', 'manuscript', 'tradit', 'kept', 'aliv', 'school', 'mathemat', 'engin']",2,794.0,586.0,660.0,305.0,591.0,1
5859,"['mechan', 'sundial', 'devic', 'consist', 'complex', 'gear', 'made', 'byzantin', 'excav', 'indic', 'antikythera', 'mechan', 'sort', 'analogu', 'devic', 'use', 'astronomi', 'invent', 'around', 'late']",2,693.0,917.0,552.0,393.0,1160.0,5
5861,"['flap', 'wing', 'sang', 'model', 'lion', 'move', 'roar', 'bejewel', 'clockwork', 'ladi', 'walk', 'mechan', 'toy', 'continu', 'tradit', 'repres', 'treatis', 'heron', 'alexandria', 'c']",2,329.0,335.0,281.0,241.0,438.0,5
5865,"['complet', 'erron', 'view', 'may', 'corrobor', 'actual', 'observ', 'effect', 'sort', 'verbal', 'argument', 'let', 'fall', 'height', 'two', 'weight', 'one', 'mani', 'time', 'heavi']",2,888.0,936.0,926.0,755.0,1009.0,1
5871,"['effect', 'evolut', 'jurisprud', 'corpu', 'juri', 'civili', 'becom', 'basi', 'reviv', 'roman', 'law', 'western', 'world', 'leo', ""iii'"", 'ecloga', 'influenc', 'format', 'legal', 'institut']",2,1076.0,959.0,606.0,607.0,367.0,1
5879,"['717', '–', '718', '204', 'discoveri', 'attribut', 'callinicu', 'heliopoli', 'syria', 'fled', 'arab', 'conquest', 'syria', 'howev', 'also', 'argu', 'singl', 'person', 'invent', 'greek']",2,1132.0,1042.0,905.0,551.0,982.0,1
5885,"['greek', 'grammat', 'literari', 'studi', 'mathemat', 'astronom', 'knowledg', 'earli', 'renaiss', 'itali', '211', 'also', 'brought', 'classic', 'learn', 'text', 'botani', 'medicin', 'zoolog', 'well']",2,972.0,980.0,903.0,475.0,892.0,1
5904,"['paint', 'fresco', 'illumin', 'manuscript', 'wood', 'panel', 'especi', 'earlier', 'period', 'mosaic', 'main', 'media', 'figur', 'sculptur', 'rare', 'except', 'small', 'carv', 'ivori', 'manuscript']",2,458.0,471.0,339.0,224.0,750.0,5
5913,"['greek', 'foreign', 'historian', 'agre', 'ecclesiast', 'tone', 'gener', 'whole', 'system', 'byzantin', 'music', 'close', 'relat', 'ancient', 'greek', 'system', '230', 'remain', 'oldest', 'genr']",2,1227.0,1172.0,688.0,597.0,687.0,1
5917,"['known', 'politiki', 'lyra', 'lit', 'lyra', 'citi', 'e', 'constantinopl', 'greec', 'calabrian', 'lira', 'southern', 'itali', 'lijerica', 'dalmatia', 'second', 'instrument', 'organ', 'origin', 'hellenist']",2,735.0,786.0,494.0,419.0,494.0,1
5920,"['woodwind', 'like', 'modern', 'obo', 'armenian', 'duduk', 'form', 'includ', 'plagiaulo', 'πλαγίαυλος', 'πλάγιος', 'sideway', 'resembl', 'flute', '236', 'askaulo', 'ἀσκός', 'asko', '–', 'wine-skin']",2,640.0,597.0,543.0,402.0,1034.0,5
5921,"['bagpip', '237', 'bagpip', 'also', 'known', 'dankiyo', 'ancient', 'greek', 'angion', 'τὸ', 'ἀγγεῖον', 'contain', 'play', 'even', 'roman', 'time', 'continu', 'play', 'throughout', ""empire'""]",2,1893.0,1309.0,926.0,591.0,937.0,1
5922,"['former', 'realm', 'present', 'see', 'balkan', 'gaida', 'greek', 'tsampouna', 'pontic', 'tulum', 'cretan', 'askomandoura', 'armenian', 'parkapzuk', 'romanian', 'cimpoi', 'modern', 'descend', 'aulo', 'greek']",2,668.0,475.0,284.0,219.0,509.0,1
5924,"['byzantin', 'cultur', 'initi', 'late', 'greco-roman', 'follow', 'millennium', ""empire'"", 'exist', 'slowli', 'chang', 'someth', 'similar', 'modern', 'balkan', 'anatolian', 'cultur', 'cuisin', 'still', 'reli']",2,845.0,1102.0,602.0,495.0,1511.0,5
5926,"['240', 'baklava', 'known', 'koptoplak', 'κοπτοπλακοῦς', '241', 'tiropita', 'known', 'plakounta', 'tetyromen', 'tyrita', 'plakounta', '242', 'fame', 'mediev', 'sweet', 'wine', 'commandaria', 'eponym', 'rumney']",2,340.0,381.0,250.0,160.0,297.0,1
5927,"['wine', 'retsina', 'wine', 'flavour', 'pine', 'resin', 'also', 'drunk', 'still', 'greec', 'today', 'produc', 'similar', 'reaction', 'unfamiliar', 'visitor', 'add', 'calam', 'greek', 'wine']",2,714.0,563.0,413.0,288.0,584.0,1
5928,"['account', 'mix', 'pitch', 'resin', 'plaster', 'us', 'undrink', 'complain', 'liutprand', 'cremona', 'ambassador', 'sent', 'constantinopl', '968', 'german', 'holi', 'roman', 'emperor', 'otto', '243']",2,873.0,853.0,471.0,581.0,94.0,1
5931,"['militari', 'purpos', 'banner', 'shield', 'display', 'variou', 'motif', 'cross', 'labarum', 'use', 'cross', 'imag', 'christ', 'virgin', 'mari', 'variou', 'saint', 'also', 'attest', 'seal']",2,914.0,859.0,793.0,634.0,950.0,1
5932,"['apart', 'imperi', 'court', 'administr', 'militari', 'primari', 'languag', 'use', 'eastern', 'roman', 'provinc', 'even', 'declin', 'western', 'empir', 'greek', 'spoken', 'region', 'centuri', 'latin']",2,2400.0,2316.0,1256.0,952.0,1037.0,1
5933,"['248', 'follow', ""rome'"", 'conquest', 'east', 'pax', 'romana', 'inclusionist', 'polit', 'practic', 'develop', 'public', 'infrastructur', 'facilit', 'spread', 'entrench', 'greek', 'languag', 'east', 'inde']",2,1272.0,981.0,689.0,644.0,784.0,1
5934,"['earli', 'life', 'roman', 'empir', 'greek', 'becom', 'common', 'languag', 'church', 'languag', 'scholarship', 'art', 'larg', 'degre', 'lingua', 'franca', 'trade', 'provinc', 'nation', '249']",2,1908.0,1558.0,1015.0,725.0,974.0,1
5935,"['greek', 'time', 'becam', 'digloss', 'spoken', 'languag', 'known', 'koin', 'eventu', 'evolv', 'demot', 'greek', 'use', 'alongsid', 'older', 'written', 'form', 'attic', 'greek', 'koin']",2,1784.0,1265.0,853.0,558.0,1126.0,1
5936,"['emperor', 'diocletian', 'r', '284', '–', '305', 'sought', 'renew', 'author', 'latin', 'make', 'offici', 'languag', 'roman', 'administr', 'also', 'east', 'greek', 'express', 'ἡ']",2,1926.0,1470.0,1049.0,663.0,934.0,1
5943,"['use', 'educ', 'class', 'far', 'eastern', 'provinc', '255', 'similarli', 'coptic', 'armenian', 'georgian', 'becam', 'signific', 'among', 'educ', 'provinc', '256', 'later', 'foreign', 'contact']",2,945.0,991.0,802.0,730.0,896.0,1
5948,"['built', 'theodosiu', 'ii', 'r', '408', '–', '450', 'insid', 'great', 'palac', 'constantinopl', 'emperor', 'basil', 'r', '867', '–', '886', 'excel', 'emperor', 'alexand']",2,1280.0,1203.0,982.0,524.0,678.0,1
5952,"['prime', 'hub', 'trade', 'network', 'variou', 'time', 'extend', 'across', 'nearli', 'eurasia', 'north', 'africa', 'particular', 'primari', 'western', 'terminu', 'famou', 'silk', 'road', 'first']",2,846.0,970.0,1021.0,620.0,1034.0,3
5957,"['one', 'econom', 'foundat', 'byzantium', 'trade', 'foster', 'maritim', 'charact', 'empir', 'textil', 'must', 'far', 'import', 'item', 'export', 'silk', 'certainli', 'import', 'egypt', 'appear']",2,1043.0,1106.0,899.0,508.0,657.0,1
5960,"['provis', 'capit', 'keep', 'price', 'cereal', 'final', 'govern', 'often', 'collect', 'part', 'surplu', 'taxat', 'put', 'back', 'circul', 'redistribut', 'form', 'salari', 'state', 'offici']",2,633.0,744.0,660.0,1011.0,487.0,4
5968,"['follow', 'conquest', 'constantinopl', 'ottoman', 'turk', '1453', 'sultan', 'mehm', 'ii', 'took', 'titl', 'kaysar-i', 'rûm', 'ottoman', 'turkish', 'equival', 'caesar', 'rome', 'sinc', 'determin']",2,981.0,926.0,1098.0,523.0,215.0,3
6000,"['via', 'trade', 'town', 'timbuktu', 'nile', 'valley', 'sudan', 'uganda', 'across', 'red', 'sea', 'east', 'africa', 'settlement', 'mombasa', 'zanzibar', 'initi', 'convers', 'flexibl', 'natur']",2,508.0,560.0,631.0,375.0,850.0,5
6003,"['law', 'elabor', 'basic', 'law', 'concern', 'non-muslim', 'dhimmi', 'quran', 'quran', 'give', 'much', 'detail', 'right', 'conduct', 'non-muslim', 'principl', 'recogn', 'religion', 'peopl', 'book']",2,519.0,573.0,474.0,424.0,387.0,1
6008,"['popul', 'area', 'anatolia', 'balkan', 'social', 'cultur', 'relev', 'islam', 'enhanc', 'larg', 'number', 'peopl', 'convert', 'work', 'better', 'area', 'anatolia', 'less', 'other', 'e']",2,918.0,1113.0,680.0,626.0,1454.0,5
6022,"['later', 'ottoman', 'empir', 'set', 'conquer', 'territori', 'rival', 'cypru', 'greek', 'island', 'except', 'crete', 'lost', 'venic', 'ottoman', 'latter', 'conquer', 'territori', 'danub', 'basin']",2,1017.0,1330.0,1388.0,770.0,383.0,3
6025,"['yet', 'marwanid', 'also', 'depend', 'heavili', 'help', 'non-arab', 'administr', 'personnel', 'administr', 'practic', 'e', 'g', 'set', 'govern', 'bureau', 'conquest', 'slow', 'isol', 'fighter']",2,660.0,725.0,584.0,646.0,552.0,1
6038,"['–', '1021', 'believ', 'god', 'made', 'manifest', 'zealou', 'shiʻi', 'follow', 'known', 'druze', 'destroy', 'holi', 'sepulchr', '1009', 'power', 'provoc', 'help', 'ignit', 'flame']",2,939.0,931.0,953.0,746.0,706.0,1
6040,"['light', 'protract', 'time', 'frame', 'attribut', 'progress', 'ancient', 'persian', 'religion', 'minor', 'progress', 'contigu', 'trend', 'late', 'antiqu', 'period', '3', 'trend', 'convers', 'state']",2,906.0,926.0,696.0,654.0,993.0,1
6055,"['port', 'south', 'east', 'asia', 'trade', 'even', 'islam', 'establish', 'arabia', 'accord', 'historian', 'elliot', 'dowson', 'book', 'histori', 'india', 'told', 'historian', 'first', 'ship']",2,959.0,1260.0,1230.0,803.0,925.0,3
6056,"['bear', 'muslim', 'travel', 'seen', 'indian', 'coast', 'earli', '630', 'ce', 'first', 'indian', 'mosqu', 'thought', 'built', '629', 'ce', 'purportedli', 'behest', 'unknown', 'chera']",2,530.0,789.0,775.0,366.0,744.0,3
6103,"['uqba', 'ibn', 'nafi', 'establish', 'citi', 'kairouan', 'tunisia', 'great', 'mosqu', 'also', 'known', 'mosqu', 'uqba', ';[', '63', 'great', 'mosqu', 'kairouan', 'ancestor', 'mosqu']",2,949.0,901.0,742.0,486.0,681.0,1
6113,"['east', 'coast', 'africa', 'arab', 'marin', 'mani', 'year', 'journey', 'trade', 'mainli', 'slave', 'arab', 'found', 'perman', 'coloni', 'offshor', 'island', 'especi', 'zanzibar', '9th']",2,871.0,1041.0,1213.0,634.0,1443.0,3
6117,"['40', 'total', 'popul', 'africa', '67', 'howev', 'time', 'period', 'number', 'christian', 'also', 'grew', 'africa', '8.7', 'million', '1900', '346', 'million', '2000', 'surpass']",2,1067.0,1319.0,1119.0,908.0,1905.0,5
6125,"['neg', 'european', 'point', 'view', 'start', 'chang', 'protest', 'reform', 'result', 'new', 'descript', 'period', 'islam', 'rule', 'spain', 'golden', 'age', 'mostli', 'reaction', ""spain'""]",2,755.0,1267.0,1615.0,997.0,1246.0,3
6134,"['last', 'longest', 'creation', 'societi', 'mostli', 'arabic-speak', 'assimil', 'nativ', 'inhabit', 'process', 'way', 'similar', 'assimil', 'mani', 'year', 'later', 'million', 'immigr', 'unit', 'state']",2,798.0,1025.0,965.0,1167.0,1388.0,4
6137,"['nava', 'de', 'tolosa', 'meant', 'recoveri', 'bulk', 'peninsula', 'christian', 'kingdom', '1238', 'jame', 'aragon', 'took', 'valencia', '1236', 'ancient', 'roman', 'citi', 'cordoba', 're-conqu']",2,1291.0,1055.0,768.0,406.0,278.0,1
6142,"['claim', 'balkan', 'state', 'gener', 'accept', 'nationalist', 'discours', 'current', 'balkan', 'historiographi', 'defin', 'form', 'islam', 'result', 'ottoman', ""government'"", 'central', 'organ', 'polici', 'convers']",2,556.0,981.0,912.0,1075.0,522.0,4
6143,"['dawah', 'truth', 'islam', 'balkan', 'countri', 'took', 'place', 'cours', 'mani', 'centuri', 'natur', 'phase', 'determin', 'ottoman', 'govern', 'specif', 'condit', 'local', 'ottoman', 'conquest']",2,835.0,1378.0,1357.0,959.0,568.0,3
6147,"['roman', 'cathol', 'toler', 'suspect', 'loyalti', 'foreign', 'power', 'papaci', 'surpris', 'roman', 'cathol', 'area', 'bosnia', 'kosovo', 'northern', 'albania', 'end', 'substanti', 'convers', 'islam']",2,1698.0,1359.0,879.0,720.0,382.0,1
6148,"['defeat', 'ottoman', '1699', 'austrian', 'result', 'loss', 'hungari', 'present-day', 'croatia', 'remain', 'muslim', 'convert', 'elect', 'leav', 'land', 'unbelief', 'move', 'territori', 'still', 'ottoman']",2,553.0,1172.0,1299.0,869.0,413.0,3
6149,"['around', 'point', 'time', 'new', 'european', 'idea', 'romant', 'nation', 'start', 'seep', 'empir', 'provid', 'intellectu', 'foundat', 'new', 'nationalist', 'ideolog', 'reinforc', 'self-imag', 'mani']",2,1035.0,1393.0,1436.0,1299.0,1006.0,3
6150,"['rule', 'ottoman', 'requir', 'follow', 'greek', 'orthodoxi', 'becom', 'muslim', 'although', 'mani', 'order', 'avert', 'socioeconom', 'hardship', 'ottoman', 'rule', '70', 'one', 'one', 'balkan']",2,1303.0,1608.0,1596.0,993.0,734.0,3
6154,"['age', 'discoveri', 'age', 'explor', 'approxim', 'begin', '15th', 'centuri', 'middl', '17th', 'centuri', 'inform', 'loos', 'defin', 'term', 'period', 'european', 'histori', 'extens', 'oversea']",3,1094.0,1874.0,1383.0,510.0,1603.0,2
6160,"['australia', 'produc', 'columbian', 'exchang', 'wide', 'transfer', 'plant', 'anim', 'food', 'human', 'popul', 'includ', 'slave', 'communic', 'diseas', 'cultur', 'eastern', 'western', 'hemispher', 'age']",3,813.0,878.0,703.0,532.0,2327.0,5
6179,"['al-andalu', 'sieg', 'lisbon', '1147', 'ad', 'declin', 'fatimid', 'caliph', 'naval', 'strength', 'start', 'first', 'crusad', 'help', 'maritim', 'italian', 'state', 'mainli', 'venic', 'genoa']",3,607.0,1071.0,881.0,713.0,407.0,2
6180,"['pisa', 'domin', 'trade', 'eastern', 'mediterranean', 'italian', 'merchant', 'becom', 'wealthi', 'polit', 'influenti', 'chang', 'mercantil', 'situat', 'eastern', 'mediterranean', 'wane', 'byzantin', 'naval', 'power']",3,852.0,1209.0,891.0,852.0,455.0,2
6181,"['follow', 'death', 'emperor', 'manuel', 'komneno', '1180', 'whose', 'dynasti', 'made', 'sever', 'notabl', 'treati', 'concess', 'italian', 'trader', 'permit', 'use', 'byzantin', 'christian', 'port']",3,1019.0,1611.0,1085.0,791.0,797.0,2
6182,"['norman', 'conquest', 'england', 'late', '11th', 'centuri', 'allow', 'peac', 'trade', 'north', 'sea', 'hanseat', 'leagu', 'confeder', 'merchant', 'guild', 'town', 'northern', 'germani', 'along']",3,819.0,1671.0,1105.0,770.0,636.0,2
6183,"['north', 'sea', 'baltic', 'sea', 'instrument', 'commerci', 'develop', 'region', '12th', 'centuri', 'region', 'flander', 'hainault', 'braband', 'produc', 'finest', 'qualiti', 'textil', 'northern', 'europ']",3,774.0,1314.0,926.0,534.0,1053.0,2
6185,"['compass', 'addit', 'ancient', 'method', 'navig', 'base', 'sight', 'sun', 'star', 'compass', 'use', 'navig', 'china', '11th', 'centuri', 'adopt', 'arab', 'trader', 'indian', 'ocean']",3,950.0,1049.0,873.0,412.0,865.0,2
6186,"['compass', 'spread', 'europ', 'late', '12th', 'earli', '13th', 'centuri', '11', 'use', 'compass', 'navig', 'indian', 'ocean', 'first', 'mention', '1232', '10', ']:', '351']",3,1045.0,1500.0,1230.0,725.0,1467.0,2
6188,"['seafar', 'malay', 'peopl', 'independ', 'invent', 'junk', 'sail', 'made', 'woven', 'mat', 'reinforc', 'bamboo', 'least', 'sever', 'hundr', 'year', '1', 'bc', 'time', 'han']",3,1262.0,806.0,989.0,686.0,1568.0,1
6189,"['dynasti', '206', 'bc', '220', 'ad', 'chines', 'use', 'sail', 'learn', 'malay', 'sailor', 'visit', 'southern', 'coast', 'besid', 'type', 'sail', 'also', 'made', 'balanc']",3,1485.0,901.0,1110.0,584.0,1233.0,1
6192,"['po', 'capabl', 'carri', '700', 'peopl', 'togeth', '10,000', 'hú', '斛', 'cargo', '250', '–', '1000', 'ton', 'accord', 'variou', 'interpret', 'built', 'multipl', 'plank']",3,718.0,649.0,704.0,647.0,1491.0,5
6194,"['periplu', 'erythraean', 'sea', 'document', 'date', '40', '–', '60', 'ad', 'describ', 'newli', 'discov', 'rout', 'red', 'sea', 'india', 'descript', 'market', 'town', 'around']",3,804.0,645.0,817.0,405.0,1136.0,5
6200,"['greek', 'roman', 'map', 'base', 'carthaginian', 'knowledg', 'includ', 'time', 'roman', 'explor', 'mauritania', 'red', 'sea', 'bare', 'known', 'trade', 'link', 'maritim', 'republ', 'republ']",3,2509.0,1293.0,1241.0,620.0,851.0,1
6203,"['1400', 'latin', 'translat', ""ptolemy'"", 'geographia', 'reach', 'itali', 'come', 'constantinopl', 'rediscoveri', 'roman', 'geograph', 'knowledg', 'revel', '20', 'mapmak', 'worldview', '21', 'although', 'reinforc']",3,1018.0,879.0,661.0,368.0,374.0,1
6204,"['prelud', 'age', 'discoveri', 'seri', 'european', 'expedit', 'cross', 'eurasia', 'land', 'late', 'middl', 'age', '22', 'although', 'mongol', 'threaten', 'europ', 'pillag', 'destruct', 'clarif']",3,667.0,1222.0,1105.0,592.0,1407.0,2
6207,"['christian', 'embassi', 'sent', 'far', 'karakorum', 'mongol', 'invas', 'levant', 'gain', 'greater', 'understand', 'world', 'citat', 'need', 'first', 'travel', 'giovanni', 'da', 'pian', 'del']",3,564.0,905.0,824.0,622.0,522.0,2
6208,"['carpin', 'dispatch', 'pope', 'innoc', 'iv', 'great', 'khan', 'journey', 'mongolia', 'back', '1241', '1247', '23', 'time', 'russian', 'princ', 'yaroslav', 'vladimir', 'subsequ', 'son']",3,489.0,812.0,777.0,459.0,385.0,2
6209,"['alexand', 'nevski', 'andrey', 'ii', 'vladimir', 'travel', 'mongolian', 'capit', 'though', 'strong', 'polit', 'implic', 'journey', 'left', 'detail', 'account', 'travel', 'follow', 'like', 'french']",3,1011.0,890.0,958.0,926.0,426.0,1
6214,"['journey', 'scholar', 'met', 'granada', 'rihla', 'journey', '31', 'unherald', 'sourc', 'adventur', '1357', '1371', 'book', 'suppos', 'travel', 'compil', 'john', 'mandevil', 'acquir', 'extraordinari']",3,227.0,344.0,342.0,159.0,210.0,2
6215,"['popular', 'despit', 'unreli', 'often', 'fantast', 'natur', 'account', 'use', 'refer', '32', 'east', 'egypt', 'levant', 'gener', 'assert', 'old', 'belief', 'jerusalem', 'centr', 'world']",3,1111.0,956.0,774.0,806.0,1128.0,1
6217,"['overland', 'journey', 'littl', 'immedi', 'effect', 'mongol', 'empir', 'collaps', 'almost', 'quickli', 'form', 'soon', 'rout', 'east', 'becam', 'difficult', 'danger', 'black', 'death', '14th']",3,828.0,1146.0,907.0,720.0,573.0,2
