,Texto,Longitud,Clase
5572,"['charl', 'holi', 'roman', 'emperor', '24', 'cours', 'event', 'guarante', 'alreadi', '5', 'januari', '1531', 'ferdinand', 'elect', 'king', 'roman', 'legitim', 'successor', 'reign', 'emperor']",20,3
5573,"[""charles'"", 'choic', 'appropri', 'philip', 'cultur', 'spanish', 'born', 'valladolid', 'rais', 'spanish', 'court', 'nativ', 'tongu', 'spanish', 'prefer', 'live', 'spain', 'ferdinand', 'familiar', 'princ']",20,3
5574,"['holi', 'roman', 'empir', 'although', 'born', 'spain', 'administ', ""brother'"", 'affair', 'empir', 'sinc', '1531', '22', 'historian', 'maintain', 'ferdinand', 'also', 'touch', 'reform', 'philosophi']",20,3
5575,"['probabl', 'closest', 'holi', 'roman', 'empir', 'ever', 'came', 'protest', 'emperor', 'remain', 'nomin', 'cathol', 'throughout', 'life', 'although', 'reportedli', 'refus', 'last', 'rite', 'deathb']",20,3
5576,"['charl', 'abdic', 'emperor', 'august', '1556', 'favor', 'brother', 'ferdinand', 'given', 'settlement', '1521', 'elect', '1531', 'ferdinand', 'becam', 'holi', 'roman', 'emperor', 'suo', 'jure']",20,3
5577,"['archduk', 'austria', 'due', 'lengthi', 'debat', 'bureaucrat', 'procedur', 'imperi', 'diet', 'accept', 'imperi', 'success', '3', 'may', '1558', 'pope', 'refus', 'recogn', 'ferdinand', 'emperor']",20,3
5578,"['1559', 'peac', 'reach', 'franc', 'habsburg', 'emperorship', 'council', 'trent', 'came', 'end', 'ferdinand', 'organ', 'imperi', 'elect', '1562', 'order', 'secur', 'success', 'son', 'maximilian']",20,3
5579,"['ii', 'venetian', 'ambassador', 'ferdinand', 'recal', 'relazioni', ""emperor'"", 'pragmat', 'abil', 'speak', 'multipl', 'languag', 'sever', 'issu', 'council', 'trent', 'solv', 'compromis', 'person', 'reach']",20,3
5580,"['western', 'rump', 'hungari', 'ferdinand', 'retain', 'dominion', 'becam', 'known', 'royal', 'hungari', 'ruler', 'austria', 'bohemia', 'royal', 'hungari', 'ferdinand', 'adopt', 'polici', 'centralis', 'common']",20,3
5581,"['monarch', 'time', 'construct', 'absolut', 'monarchi', '1527', 'soon', 'ascend', 'throne', 'publish', 'constitut', 'hereditari', 'domain', 'hofstaatsordnung', 'establish', 'austrian-styl', 'institut', 'pressburg', 'hungari', 'pragu']",20,3
5582,"['ottoman', 'invas', 'hungari', 'tradit', 'hungarian', 'coron', 'citi', 'székesfehérvár', 'came', 'turkish', 'occup', 'thu', '1536', 'hungarian', 'diet', 'decid', 'new', 'place', 'coron', 'king']",20,3
5583,"['well', 'meet', 'place', 'diet', 'would', 'set', 'pressburg', 'ferdinand', 'propos', 'hungarian', 'bohemian', 'diet', 'conven', 'hold', 'debat', 'togeth', 'austrian', 'estat', 'parti', 'refus']",20,3
5584,"['1547', 'bohemian', 'estat', 'rebel', 'ferdinand', 'order', 'bohemian', 'armi', 'move', 'german', 'protest', 'suppress', 'revolt', 'retali', 'limit', 'privileg', 'bohemian', 'citi', 'insert', 'new']",20,3
5585,"['bureaucraci', 'royal', 'offici', 'control', 'urban', 'author', 'ferdinand', 'support', 'counter-reform', 'help', 'lead', 'cathol', 'respons', 'saw', 'heret', 'tide', 'protestant', 'exampl', '1551', 'invit']",20,3
5586,"[""ferdinand'"", 'legaci', 'ultim', 'prove', 'endur', 'though', 'lack', 'resourc', 'manag', 'defend', 'land', 'ottoman', 'limit', 'support', 'brother', 'even', 'secur', 'part', 'hungari', 'would']",20,3
5587,"['later', 'provid', 'basi', 'conquest', 'whole', 'kingdom', 'habsburg', 'possess', 'built', 'tax', 'system', 'though', 'imperfect', 'would', 'continu', 'use', 'successor', '28', 'handl', 'protest']",20,3
5588,"['reform', 'prove', 'flexibl', 'effect', 'brother', 'play', 'key', 'part', 'settlement', '1555', 'start', 'era', 'peac', 'germani', 'statesmanship', 'overal', 'cautiou', 'effect', 'well-suit', 'medium-s']",20,3
5589,"['ferdinand', 'also', 'patron', 'art', 'embellish', 'vienna', 'pragu', 'invit', 'italian', 'architect', 'realm', 'also', 'gather', 'humanist', 'mani', 'major', 'influenc', 'son', 'maximilian', 'particularli']",20,3
5590,"['26', 'may', '1521', 'linz', 'austria', 'ferdinand', 'marri', 'anna', 'bohemia', 'hungari', '1503', '–', '1547', 'daughter', 'vladislau', 'ii', 'bohemia', 'hungari', 'wife', 'ann']",20,3
5591,"['ascend', 'imperi', 'throne', ""ferdinand'"", 'full', 'titulatur', 'rare', 'use', 'went', 'follow', 'ferdinand', 'grace', 'god', 'elect', 'holi', 'roman', 'emperor', 'forev', 'august', 'king']",20,3
5592,"['germani', 'hungari', 'bohemia', 'dalmatia', 'croatia', 'slavonia', 'rama', 'serbia', 'galicia', 'lodomeria', 'cumania', 'bulgaria', 'etc', 'prince-infant', 'spain', 'archduk', 'austria', 'duke', 'burgundi', 'brabant']",20,3
5593,"['styria', 'carinthia', 'carniola', 'margrav', 'moravia', 'duke', 'luxemburg', 'upper', 'lower', 'silesia', 'württemberg', 'teck', 'princ', 'swabia', 'princ', 'count', 'habsburg', 'tyrol', 'ferrett', 'kyburg']",20,3
5594,"['ferdinand', 'main', 'motif', 'mani', 'collector', 'coin', 'medal', 'recent', 'one', 'austrian', 'silver', '20', 'euro', 'renaiss', 'coin', 'issu', '12', 'june', '2002', 'portrait']",20,3
5595,"['battl', 'combin', 'forc', 'holi', 'roman', 'empir', 'polish', '–', 'lithuanian', 'commonwealth', 'latter', 'repres', 'forc', 'crown', 'kingdom', 'poland', 'march', 'lithuanian', 'armi', 'delay']",20,3
5596,"['reach', 'vienna', 'reliev', '19', 'viennes', 'garrison', 'led', 'ernst', 'rüdiger', 'graf', 'von', 'starhemberg', 'austrian', 'subject', 'holi', 'roman', 'emperor', 'leopold', 'overal', 'command']",20,3
5597,"['oppos', 'militari', 'forc', 'ottoman', 'empir', 'ottoman', 'fiefdom', 'command', 'grand', 'vizier', 'merzifonlu', 'kara', 'mustafa', 'pasha', 'ottoman', 'armi', 'number', 'approxim', '90,000', '4']",20,3
5598,"['300,000', '5', '6', '7', '[8', 'men', 'accord', 'document', 'order', 'battl', 'found', 'kara', ""mustafa'"", 'tent', 'initi', 'strength', 'start', 'campaign', '170,000', 'men']",20,3
5599,"['3', 'began', 'sieg', '14', 'juli', '1683', 'ottoman', 'forc', 'consist', 'among', 'unit', '60', 'orta', 'janissari', '12,000', 'men', 'paper-strength', 'observ', 'armi', '70,000']",20,3
5600,"['historian', 'state', 'battl', 'mark', 'turn', 'point', 'ottoman', '–', 'habsburg', 'war', '300', 'year', 'struggl', 'holi', 'roman', 'ottoman', 'empir', '16', 'year', 'follow']",20,3
5601,"['battl', 'austrian', 'habsburg', 'gradual', 'recov', 'domin', 'southern', 'hungari', 'transylvania', 'larg', 'clear', 'ottoman', 'forc', 'battl', 'note', 'includ', 'largest', 'known', 'cavalri', 'charg']",20,3
5602,"['captur', 'citi', 'vienna', 'long', 'strateg', 'aspir', 'ottoman', 'empir', 'interlock', 'control', 'danubian', 'black', 'sea', 'western', 'europ', 'southern', 'europ', 'overland', 'eastern', 'mediterranean']",20,3
5603,"['germani', 'trade', 'rout', 'year', 'preced', 'second', 'sieg', 'first', '1529', 'sieg', 'vienna', 'auspic', 'grand', 'vizier', 'influenti', 'köprülü', 'famili', 'ottoman', 'empir', 'undertook']",20,3
5604,"['extens', 'logist', 'prepar', 'includ', 'repair', 'establish', 'road', 'bridg', 'lead', 'holi', 'roman', 'empir', 'logist', 'center', 'well', 'forward', 'ammunit', 'cannon', 'resourc', 'empir']",20,3
5605,"['polit', 'front', 'ottoman', 'empir', 'provid', 'militari', 'assist', 'hungarian', 'non-cathol', 'minor', 'habsburg-occupi', 'portion', 'hungari', 'year', 'preced', 'sieg', 'widespread', 'unrest', 'grown', 'open']",20,3
5606,"['rebellion', 'leopold', ""i'"", 'pursuit', 'counter-reform', 'principl', 'desir', 'crush', 'protestant', '1681', 'protest', 'anti-habsburg', 'kuruc', 'forc', 'led', 'imr', 'thököli', 'reinforc', 'signific', 'militari']",20,3
5607,"['conting', 'ottoman', '16', ']:', '657', 'recogn', 'thököli', 'king', 'upper', 'hungari', 'eastern', 'part', ""today'"", 'slovakia', 'part', 'northeastern', 'hungari', 'earlier', 'taken', 'forc']",20,3
5608,"['habsburg', 'support', 'includ', 'explicitli', 'promis', 'kingdom', 'vienna', 'hungarian', 'fell', 'ottoman', 'hand', 'yet', 'sieg', 'state', 'peac', 'exist', '20', 'year', 'holi', 'roman']",20,3
5609,"['1681', '1682', 'clash', 'forc', 'imr', 'thököli', 'holi', 'roman', 'empir', 'border', 'northern', 'hungari', 'intensifi', 'incurs', 'habsburg', 'forc', 'central', 'hungari', 'provid', 'crucial']",20,3
5610,"['argument', 'grand', 'vizier', 'kara', 'mustafa', 'pasha', 'convinc', 'sultan', 'mehm', 'iv', 'divan', 'allow', 'movement', 'ottoman', 'armi', 'mehmet', 'iv', 'author', 'mustafa', 'pasha']",20,3
5611,"['oper', 'far', 'győr', 'known', 'yanıkkal', 'german', 'raab', 'komárom', 'turkish', 'komaron', 'komorn', 'german', 'castl', 'northwestern', 'hungari', 'besieg', 'ottoman', 'armi', 'mobil', '21']",20,3
5612,"['logist', 'time', 'meant', 'would', 'riski', 'imposs', 'launch', 'invas', 'august', 'septemb', '1682', 'sinc', 'three-month', 'campaign', 'would', 'taken', 'ottoman', 'vienna', 'winter', 'set']",20,3
5613,"['15', 'month', 'gap', 'mobil', 'launch', 'full-scal', 'invas', 'provid', 'ampl', 'time', 'vienna', 'prepar', 'defens', 'leopold', 'assembl', 'troop', 'holi', 'roman', 'empir', 'form']",20,3
5614,"['allianc', 'poland', 'venic', 'pope', 'innoc', 'xi', 'undoubtedli', 'contribut', 'failur', 'ottoman', 'campaign', 'decis', 'allianc', 'holi', 'roman', 'empir', 'poland', 'conclud', '1683', 'treati']",20,3
5615,"['warsaw', 'leopold', 'promis', 'support', 'sobieski', 'ottoman', 'attack', 'kraków', 'return', 'polish', 'armi', 'would', 'come', 'relief', 'vienna', 'attack', '16', ']:', '656', '659']",20,3
5616,"['king', 'poland', 'john', 'iii', 'sobieski', 'prepar', 'relief', 'expedit', 'vienna', 'summer', '1683', 'honor', 'oblig', 'treati', 'left', 'nation', 'virtual', 'undefend', 'depart', 'kraków']",20,3
5617,"['15', 'august', 'cover', 'stern', 'warn', 'imr', 'thököli', 'leader', 'upper', 'hungari', 'threaten', 'destruct', 'tri', 'take', 'advantag', 'situat', '—', 'thököli', 'fact', 'attempt']",20,3
5618,"['immedi', 'tension', 'rose', 'poland', 'variou', 'german', 'state', '—', 'mainli', 'austria', '—', 'relief', 'citi', 'payment', 'troop', 'wage', 'suppli', 'march', 'predomin', 'among']",20,3
5619,"['sobieski', 'insist', 'pay', 'march', 'vienna', 'sinc', 'effort', 'citi', 'save', 'could', 'viennes', 'neglect', 'german', 'troop', 'march', 'habsburg', 'leadership', 'hurriedli', 'found', 'much']",20,3
5620,"['main', 'ottoman', 'armi', 'final', 'laid', 'sieg', 'vienna', '14', 'juli', 'day', 'kara', 'mustafa', 'sent', 'tradit', 'demand', 'citi', 'surrend', 'ottoman', 'empir', '26']",20,3
5621,"['ernst', 'rüdiger', 'graf', 'von', 'starhemberg', 'leader', 'remain', '15,000', 'troop', '8,700', 'volunt', '370', 'cannon', 'refus', 'capitul', 'day', 'receiv', 'news', 'mass', 'slaughter']",20,3
5622,"['perchtoldsdorf', '27', 'town', 'south', 'vienna', 'citizen', 'hand', 'key', 'citi', 'given', 'similar', 'choic', 'kill', 'anyway', 'sieg', 'oper', 'start', '17', 'juli', '16']",20,3
5623,"['viennes', 'demolish', 'mani', 'hous', 'around', 'citi', 'wall', 'clear', 'debri', 'leav', 'empti', 'plain', 'would', 'expos', 'ottoman', 'defens', 'fire', 'tri', 'rush', 'citi']",20,3
5624,"['16', ']:', '660', 'kara', 'mustafa', 'pasha', 'tri', 'solv', 'problem', 'order', 'forc', 'dig', 'long', 'line', 'trench', 'directli', 'toward', 'citi', 'help', 'protect']",20,3
5625,"['ottoman', 'sieg', 'cut', 'virtual', 'everi', 'mean', 'food', 'suppli', 'vienna', '31', 'fatigu', 'becam', 'common', 'von', 'starhemberg', 'order', 'soldier', 'found', 'asleep', 'watch']",20,3
5626,"['shot', 'increasingli', 'desper', 'forc', 'hold', 'vienna', 'last', 'leg', 'august', 'imperi', 'forc', 'charl', 'v', 'duke', 'lorrain', 'defeat', 'thököli', 'bisamberg', '5', 'km']",20,3
5627,"['6', 'septemb', 'pole', 'sobieski', 'cross', 'danub', '30', 'km', '19', 'mi', 'northwest', 'vienna', 'tulln', 'unit', 'imperi', 'troop', 'addit', 'forc', 'saxoni', 'bavaria']",20,3
5628,"['baden', 'franconia', 'swabia', 'forc', 'also', 'join', 'sever', 'regiment', 'zaporozhian', 'cossack', 'polish', '–', 'lithuanian', 'commonwealth', '32', 'loui', 'xiv', 'franc', 'declin', 'help']",20,3
5629,"['allianc', 'sobieski', 'emperor', 'leopold', 'result', 'addit', 'polish', 'hussar', 'exist', 'alli', 'armi', 'leadership', 'forc', 'european', 'alli', 'entrust', 'polish', 'king', 'command', '70,000']",20,3
5630,"['earli', 'septemb', 'approxim', '5,000', 'experienc', 'ottoman', 'sapper', 'repeatedli', 'blown', 'larg', 'portion', 'wall', 'burg', 'bastion', 'löbel', 'bastion', 'burg', 'ravelin', 'creat', 'gap']",20,3
5631,"['12', 'metr', '39', 'ft', 'width', 'viennes', 'tri', 'counter', 'dig', 'tunnel', 'intercept', 'place', 'larg', 'amount', 'gunpowd', 'cavern', 'ottoman', 'final', 'manag', 'occupi']",20,3
5632,"['relief', 'armi', 'act', 'quickli', 'save', 'citi', 'prevent', 'anoth', 'long', 'sieg', 'despit', 'multin', 'composit', 'armi', 'short', 'space', 'six', 'day', 'effect', 'leadership']",20,3
5633,"['structur', 'establish', 'center', 'king', 'poland', 'heavi', 'cavalri', 'polish', 'hussar', 'promis', 'lithuanian', 'conting', 'arriv', 'late', 'battl', 'holi', 'leagu', 'settl', 'issu', 'payment']",20,3
5634,"['use', 'avail', 'fund', 'govern', 'loan', 'sever', 'wealthi', 'banker', 'noblemen', 'larg', 'sum', 'money', 'pope', '25', 'also', 'habsburg', 'pole', 'agre', 'polish', 'govern']",20,3
5635,"['would', 'pay', 'troop', 'still', 'poland', 'emperor', 'would', 'pay', 'cross', 'imperi', 'territori', 'howev', 'emperor', 'recogn', ""sobieski'"", 'claim', 'first', 'right', 'plunder', 'enemi']",20,3
5636,"['kara', 'mustafa', 'pasha', 'less', 'effect', 'ensur', 'motiv', 'loyalti', 'forc', 'prepar', 'expect', 'relief-armi', 'attack', 'entrust', 'defens', 'rear', 'khan', 'crimea', 'cavalri', 'forc']",20,3
5637,"['number', '30,000', '40,000', 'doubt', 'much', 'tatar', 'particip', 'final', 'battl', 'vienna', 'khan', 'refus', 'attack', 'relief', 'forc', 'cross', 'danub', 'pontoon', 'bridg', 'also']",20,3
5638,"['refus', 'attack', 'emerg', 'vienna', 'wood', 'ottoman', 'also', 'could', 'reli', 'wallachian', 'moldavian', 'alli', 'georg', 'duca', 'princ', 'moldavia', 'captur', 'șerban', ""cantacuzino'"", 'forc']",20,3
5639,"['confeder', 'troop', 'signal', 'arriv', 'kahlenberg', 'vienna', 'bonfir', 'forc', 'citi', 'vienna', 'respond', 'send', 'polish-ukrainian', 'former', 'zaporozhian', 'cossack', 'trader', 'fluent', 'turkish', 'name']",20,3
5640,"['ruthenian', 'nobleman', 'diplomat', 'yuriy', 'frant', 'kulchytski', 'success', 'spi', 'mission', 'penetr', 'turkish', 'forc', 'notifi', 'relief', 'troop', 'joint', 'attack', 'made', 'battl', 'mass']",20,3
5641,"['battl', 'start', 'unit', 'fulli', 'deploy', '4:00', '11', 'septemb', 'ottoman', 'attack', 'seek', 'interfer', 'deploy', 'holi', 'leagu', 'troop', '16', ']:', '661', 'german']",20,3
5642,"['first', 'strike', 'back', 'charl', 'lorrain', 'move', 'forward', 'imperi', 'armi', 'left', 'imperi', 'forc', 'center', 'heavi', 'fight', 'multipl', 'ottoman', 'counterattack', 'took', 'sever']",20,3
5643,"['key', 'posit', 'specif', 'fortifi', 'villag', 'nussdorf', 'heiligenstadt', 'noon', 'imperi', 'armi', 'alreadi', 'sever', 'maul', 'ottoman', 'come', 'close', 'breakthrough', '34', 'though', 'shatter']",20,3
5644,"['mustafa', 'pasha', 'launch', 'counterattack', 'forc', 'held', 'back', 'elit', 'janissari', 'sipahi', 'unit', 'simultan', 'assault', 'citi', 'ottoman', 'command', 'intend', 'take', 'vienna', 'sobieski']",20,3
5645,"['arriv', 'time', 'ran', 'sapper', 'prepar', 'larg', 'final', 'deton', 'löbelbastei', '36', 'breach', 'wall', 'total', 'ten', 'mine', 'set', 'explod', 'locat', 'defend', 'disarm']",20,3
5646,"['earli', 'afternoon', 'great', 'battl', 'start', 'side', 'battlefield', 'polish', 'infantri', 'advanc', 'ottoman', 'right', 'flank', 'instead', 'concentr', 'battl', 'relief', 'armi', 'ottoman', 'continu']",20,3
5647,"['effort', 'forc', 'way', 'citi', 'meant', 'pole', 'could', 'make', 'good', 'progress', '4:00', 'pm', 'taken', 'villag', 'gersthof', 'would', 'serv', 'base', 'massiv', 'cavalri']",20,3
5648,"['imperi', 'forc', 'resum', 'offens', 'left', 'front', '3:30', 'pm', 'first', 'encount', 'fierc', 'resist', 'stop', 'last', 'long', 'howev', '5:00', 'pm', 'made', 'gain']",20,3
5649,"['record', 'polish', 'cavalri', 'slowli', 'emerg', 'forest', 'cheer', 'onlook', 'infantri', 'anticip', 'arriv', '4:00', 'pm', 'hussar', 'first', 'enter', 'action', 'batter', 'ottoman', 'line']",20,3
5650,"['approach', 'türkenschanz', 'threaten', 'three', 'side', 'pole', 'west', 'saxon', 'bavarian', 'northwest', 'austrian', 'north', 'point', 'ottoman', 'vizier', 'decid', 'leav', 'posit', 'retreat', 'headquart']",20,3
5651,"['alli', 'readi', 'last', 'blow', 'around', '6:00', 'pm', 'polish', 'king', 'order', 'cavalri', 'attack', 'four', 'group', 'three', 'polish', 'one', 'holi', 'roman', 'empir']",20,3
5652,"['—', '18,000', 'horsemen', 'charg', 'hill', 'largest', 'cavalri', 'charg', 'histori', '37', '38', 'sobieski', 'led', 'charg', '16', ']:', '661', 'head', '3,000', 'polish']",20,3
5653,"['heavi', 'lancer', 'fame', 'wing', 'hussar', 'muslim', 'lipka', 'tatar', 'fought', 'polish', 'side', 'wore', 'sprig', 'straw', 'helmet', 'distinguish', 'tatar', 'fight', 'ottoman', 'side']",20,3
5654,"['39', 'charg', 'easili', 'broke', 'line', 'ottoman', 'exhaust', 'demor', 'soon', 'start', 'flee', 'battlefield', 'cavalri', 'head', 'straight', 'ottoman', 'camp', 'kara', ""mustafa'"", 'headquart']",20,3
5655,"['ottoman', 'troop', 'tire', 'dispirit', 'follow', 'failur', 'attempt', 'sap', 'assault', 'citi', 'advanc', 'holi', 'leagu', 'infantri', 'türkenschanz', '16', ']:', '661', 'cavalri', 'charg']",20,3
5656,"['final', 'deadli', 'blow', 'less', 'three', 'hour', 'cavalri', 'attack', 'cathol', 'forc', 'battl', 'save', 'vienna', 'first', 'cathol', 'offic', 'enter', 'vienna', 'loui', 'william']",20,3
5657,"['margrav', 'baden-baden', 'head', 'dragoon', '15', 'afterward', 'sobieski', 'paraphras', 'juliu', ""caesar'"", 'famou', 'quotat', 'veni', 'vidi', 'vici', 'say', 'venimu', 'vidimu', 'deu', 'vicit']",20,3
5658,"['contemporari', 'ottoman', 'historian', 'silahdar', 'findiklili', 'mehm', 'agha', '1658', '–', '1723', 'describ', 'battl', 'enorm', 'defeat', 'failur', 'ottoman', 'empir', 'disastr', 'sinc', 'foundat']",20,3
5659,"['ottoman', 'statehood', '1299', '40', 'ottoman', 'lost', 'least', '20,000', 'men', 'sieg', '16', ']:', '661', 'loss', 'battl', ""sobieski'"", 'forc', 'amount', 'around', '15,000']",20,3
5660,"['dead', 'accord', 'podhorodecki', '17', '8,000', '–', '15,000', 'dead', '5,000', '–', '10,000', 'captur', 'accord', 'tucker', '16', ']:', '661', 'casualti', 'alli', 'relief']",20,3
5661,"['forc', ""sobieski'"", 'command', 'much', 'smaller', 'amount', 'approxim', '3,500', 'dead', 'wound', 'includ', '1,300', 'pole', '17', ""tucker'"", 'estim', 'slightli', 'higher', '4,500', '16']",20,3
5662,"['treasur', 'unheard', '. . .', 'tent', 'sheep', 'cattl', 'small', 'number', 'camel', '. . .', 'victori', 'nobodi', 'ever', 'knew', 'enemi', 'complet', 'ruin', 'everyth', 'lost', 'must']",20,3
5663,"['soon', 'ottoman', 'dispos', 'defeat', 'command', '25', 'decemb', 'kara', 'mustafa', 'pasha', 'execut', 'belgrad', 'approv', 'manner', '—', 'strangul', 'silk', 'rope', 'pull', 'sever']",20,3
5664,"['despit', 'victori', 'cathol', 'alli', 'still', 'tension', 'among', 'variou', 'command', 'armi', 'exampl', 'sobieski', 'demand', 'polish', 'troop', 'allow', 'first', 'choic', 'spoil', 'ottoman']",20,3
5665,"['camp', 'german', 'austrian', 'troop', 'left', 'smaller', 'portion', 'loot', '42', 'also', 'protest', 'saxon', 'arriv', 'reliev', 'citi', 'appar', 'subject', 'verbal', 'abus', 'cathol']",20,3
5666,"['sobieski', 'went', 'liber', 'grau', 'northwestern', 'hungari', 'battl', 'parkani', 'dysenteri', 'halt', 'pursuit', 'ottoman', '16', ']:', '662', 'charl', 'v', 'took', 'belgrad', 'serbia']",20,3
5667,"['ottoman', 'defeat', 'vienna', 'spark', 'great', 'celebr', 'safavid', 'iran', 'report', 'appar', 'brought', 'spectacular', 'way', 'incumb', 'king', 'shah', 'suleiman', 'r', '1666', '–']",20,3
5668,"['1694', 'consid', 'march', 'baghdad', 'lost', '1639', 'ottoman', 'virtu', 'treati', 'zuhab', '43', 'ultim', 'safavid', 'conduct', 'new', 'campaign', 'concern', 'state', 'offici', 'notabl']",20,3
5669,"['domin', 'eunuch', 'faction', 'within', 'royal', 'court', 'awar', 'declin', 'safavid', 'militari', 'strength', 'thu', 'consid', 'prudent', '43', 'eunuch', 'accord', 'professor', 'rudi', 'matthe']",20,3
5670,"['victori', 'vienna', 'set', 'stage', 'reconquest', 'hungari', 'temporarili', 'balkan', 'land', 'follow', 'year', 'loui', 'baden', 'maximilian', 'emmanuel', 'bavaria', 'princ', 'eugen', 'savoy', 'ottoman']",20,3
5671,"['fought', 'anoth', '16', 'year', 'lose', 'control', 'hungari', 'transylvania', 'process', 'final', 'desist', 'holi', 'roman', 'empir', 'sign', 'treati', 'karlowitz', 'ottoman', 'empir', '1699']",20,3
5672,"['action', 'loui', 'xiv', 'franc', 'further', 'french', '–', 'german', 'enmiti', 'follow', 'month', 'war', 'reunion', 'broke', 'western', 'part', 'weaken', 'holi', 'roman', 'empir']",20,3
5673,"['battl', 'vienna', 'newli', 'identifi', 'constel', 'scutum', 'latin', 'shield', 'origin', 'name', 'scutum', 'sobiescianum', 'astronom', 'johann', 'heveliu', 'honour', 'king', 'john', 'iii', 'sobieski']",20,3
5674,"['44', 'star', 'name', 'non-astronom', 'constel', 'origin', 'name', 'real', 'non-astronom', 'still', 'aliv', 'constel', 'name', 'name', 'still', 'use', 'three', 'constel', 'satisfi', 'requir']",20,3
5675,"['sobieski', 'entrust', 'kingdom', 'protect', 'bless', 'virgin', 'ladi', 'częstochowa', 'battl', 'pope', 'innoc', 'xi', 'commemor', 'victori', 'extend', 'feast', 'holi', 'name', 'mari', 'celebr']",20,3
5676,"['sole', 'spain', 'kingdom', 'napl', 'entir', 'church', 'use', 'celebr', 'sunday', 'within', 'octav', 'nativ', 'mari', '9', '15', 'septemb', 'pope', 'piu', 'x', 'intend']",20,3
5677,"['pope', 'also', 'upgrad', 'papal', 'coat', 'arm', 'ad', 'polish', 'crown', 'white', 'eagl', 'victori', 'battl', 'vienna', 'polish', 'king', 'also', 'grant', 'pope', 'titl']",20,3
5678,"['said', 'victor', 'found', 'ottoman', 'abandon', 'luggag', 'tárogató', 'double-re', 'woodwind', 'instrument', 'becom', 'hungarian', 'nation', 'symbol', 'freedom', 'franci', 'ii', ""rákóczi'"", 'defeat', 'habsburg']",20,3
5679,"['one', 'legend', 'croissant', 'invent', 'vienna', 'either', '1683', 'earlier', 'sieg', '1529', 'celebr', 'defeat', 'ottoman', 'attack', 'citi', 'shape', 'refer', 'crescent', 'ottoman', 'flag']",20,3
5680,"['anoth', 'legend', 'vienna', 'first', 'bagel', 'gift', 'king', 'john', 'iii', 'sobieski', 'commemor', 'victori', 'ottoman', 'fashion', 'form', 'stirrup', 'commemor', 'victori', 'charg', 'polish']",20,3
5681,"['often', 'recit', 'stori', 'battl', 'resid', 'vienna', 'discov', 'mani', 'bag', 'coffe', 'abandon', 'ottoman', 'encamp', 'stori', 'goe', 'use', 'captur', 'stock', 'franciszek', 'jerzi']",20,3
5682,"['kulczycki', 'open', 'first', 'coffeehous', 'vienna', 'one', 'idea', 'serv', 'coffe', 'milk', 'practic', 'unknown', 'islam', 'world', '49', '50', 'howev', 'stori', 'first', 'mention']",20,3
5683,"['1783', 'first', 'coffeehous', 'vienna', 'establish', 'armenian', 'johann', 'theodat', '1685', '51', 'anoth', 'like', 'stori', 'captur', 'stock', 'bitter', 'coffe', 'mix', 'sugar', 'steam']",20,3
5684,"['milk', 'produc', 'drink', 'name', 'cappuccino', 'kapuzin', 'german', 'either', 'honor', 'capuchin', 'franciscan', 'marco', ""d'aviano"", 'inspir', 'cathol', 'forc', 'uniti', 'defens', 'capuchin', 'priest']",20,3
5685,"['2012', 'english-languag', 'polish', 'italian', 'histor', 'drama', 'film', 'day', 'sieg', 'septemb', 'eleven', '1683', 'base', 'battl', 'vienna', 'direct', 'renzo', 'martinelli', 'releas', 'cast']",20,3
5686,"['pope', 'clement', 'xi', 'latin', 'clemen', 'xi', '23', 'juli', '1649', '–', '19', 'march', '1721', 'born', 'giovanni', 'francesco', 'albani', 'head', 'cathol', 'church']",20,3
5687,"['clement', 'xi', 'patron', 'art', 'scienc', 'also', 'great', 'benefactor', 'vatican', 'librari', 'interest', 'archaeolog', 'credit', 'save', 'much', 'rome', '’', 'antiqu', 'author', 'expedit']",20,3
5688,"['giovanni', 'francesco', 'albani', 'born', '1649', 'urbino', 'distinguish', 'famili', 'albanian', 'italian', 'origin', '1', '2', '3', 'mother', 'elena', 'mosca', '1630-1698', 'high-stand', 'italian']",20,3
5689,"['bergamasqu', 'origin', 'descend', 'nobl', 'mosca', 'famili', 'pesaro', '4', 'father', 'carlo', 'albani', '1623-1684', 'patrician', 'descend', 'part', 'staccoli', 'famili', '4', 'patrician', 'urbino']",20,3
5690,"['albani', 'educ', 'collegio', 'romano', 'rome', '1660', 'onward', 'becam', 'profici', 'latinist', 'gain', 'doctor', 'canon', 'civil', 'law', 'one', 'frequent', 'academi', 'queen', 'christina']",20,3
5691,"['sweden', 'would', 'serv', 'papal', 'prelat', 'pope', 'alexand', 'viii', 'appoint', 'pope', 'innoc', 'xii', 'referendari', 'apostol', 'signatura', 'throughout', 'time', 'also', 'serv', 'governor']",20,3
5692,"['pope', 'alexand', 'viii', 'elev', 'cardinal', '1690', 'despit', 'protest', 'made', 'cardinal-deacon', 'santa', 'maria', 'aquiro', 'later', 'opt', 'diaconia', 'san', 'adriano', 'al', 'forno']",20,3
5693,"['death', 'pope', 'innoc', 'xii', '1700', 'conclav', 'convok', 'elect', 'successor', 'albani', 'regard', 'fine', 'diplomat', 'known', 'skill', 'peacemak', 'unanim', 'elect', 'pope', '23']",20,3
