,TextoCrudo,TextoLimpio,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción,CLASE
408,"To support the reorganized and enlarged army, the panoply of Versailles, and the growing civil administration, the king needed a good deal of money. Finance had always been the weak spot in the French monarchy: methods of collecting taxes were costly and inefficient; direct taxes passed through the hands of many intermediate officials; and indirect taxes were collected by private concessionaries, called tax farmers, who made a substantial profit. Consequently, the state always received far less than what the taxpayers actually paid.
",,,,,,,,3
409,"The main weakness arose from an old bargain between the French crown and nobility: the king might raise taxes without consent if only he refrained from taxing the nobles. Only the ""unprivileged"" classes paid direct taxes, and this term came to mean the peasants only, since many bourgeois, in one way or another, obtained exemptions.
",,,,,,,,3
410,"The system was outrageously unjust in throwing a heavy tax burden on the poor and helpless. Later, after 1700, the French ministers who were supported by Louis' secret wife Madame De Maintenon, were able to convince the king to change his fiscal policy. Louis was willing enough to tax the nobles but was unwilling to fall under their control, and only towards the close of his reign, under extreme stress of war, was he able, for the first time in French history, to impose direct taxes on the aristocratic elements of the population. This was a step toward equality before the law and toward sound public finance, but so many concessions and exemptions were won by nobles and bourgeois that the reform lost much of its value.[26]
",,,,,,,,3
411,"Louis and Colbert also had wide-ranging plans to bolster French commerce and trade. Colbert's mercantilist administration established new industries and encouraged manufacturers and inventors, such as the Lyon silk manufacturers and the Gobelins manufactory, a producer of tapestries. He invited manufacturers and artisans from all over Europe to France, such as Murano glassmakers, Swedish ironworkers, and Dutch shipbuilders. In this way, he aimed to decrease foreign imports while increasing French exports, hence reducing the net outflow of precious metals from France.
",,,,,,,,3
412,"Louis instituted reforms in military administration through Michel le Tellier and the latter's son François-Michel le Tellier, Marquis de Louvois. They helped to curb the independent spirit of the nobility, imposing order on them at court and in the army. Gone were the days when generals protracted war at the frontiers while bickering over precedence and ignoring orders from the capital and the larger politico-diplomatic picture. The old military aristocracy (the Noblesse d'épée, or ""nobility of the sword"") ceased to have a monopoly over senior military positions and rank. Louvois, in particular, pledged to modernize the army and re-organize it into a professional, disciplined, well-trained force. He was devoted to the soldiers' material well-being and morale, and even tried to direct campaigns.
",,,,,,,,3
413,"Legal matters did not escape Louis' attention, as is reflected in the numerous ""Great Ordinances"" he enacted. Pre-revolutionary France was a patchwork of legal systems, with as many legal customs as there were provinces, and two co-existing legal traditions—customary law in the north and Roman civil law in the south.[27] The Grande Ordonnance de Procédure Civile of 1667, also known as the Code Louis, was a comprehensive legal code attempting a uniform regulation of civil procedure throughout legally irregular France. Among other things, it prescribed baptismal, marriage and death records in the state's registers, not the church's, and it strictly regulated the right of the Parlements to remonstrate.[28] The Code Louis played an important part in French legal history as the basis for the Napoleonic code, from which many modern legal codes are, in turn, derived.
",,,,,,,,3
414,"One of Louis' more infamous decrees was the Grande Ordonnance sur les Colonies of 1685, also known as the Code Noir (""black code""). Although it sanctioned slavery, it attempted to humanise the practice by prohibiting the separation of families. Additionally, in the colonies, only Roman Catholics could own slaves, and these had to be baptised.
",,,,,,,,3
415,"Louis ruled through a number of councils:
",,,,,,,,3
416,"The death of his maternal uncle King Philip IV of Spain, in 1665, precipitated the War of Devolution. In 1660, Louis had married Philip IV's eldest daughter, Maria Theresa, as one of the provisions of the 1659 Treaty of the Pyrenees.[30] The marriage treaty specified that Maria Theresa was to renounce all claims to Spanish territory for herself and all her descendants.[30] Mazarin and Lionne, however, made the renunciation conditional on the full payment of a Spanish dowry of 500,000 écus.[31] The dowry was never paid and would later play a part persuading his maternal first cousin Charles II of Spain to leave his empire to Philip, Duke of Anjou (later Philip V of Spain), the grandson of Louis XIV and Maria Theresa.
",,,,,,,,3
417,"The War of Devolution did not focus on the payment of the dowry; rather, the lack of payment was what Louis XIV used as a pretext for nullifying Maria Theresa's renunciation of her claims, allowing the land to ""devolve"" to him. In Brabant (the location of the land in dispute), children of first marriages traditionally were not disadvantaged by their parents' remarriages and still inherited property. Louis' wife was Philip IV's daughter by his first marriage, while the new king of Spain, Charles II, was his son by a subsequent marriage. Thus, Brabant allegedly ""devolved"" to Maria Theresa, giving France a justification to attack the Spanish Netherlands.
",,,,,,,,3
418,"During the Eighty Years' War with Spain, France supported the Dutch Republic as part of a general policy of opposing Habsburg power. Johan de Witt, Dutch Grand Pensionary from 1653 to 1672, viewed them as crucial for Dutch security and against his domestic Orangist opponents. Louis provided support in the 1665-1667 Second Anglo-Dutch War but used the opportunity to launch the War of Devolution in 1667. This captured Franche-Comté and much of the Spanish Netherlands; French expansion in this area was a direct threat to Dutch economic interests.[32]
",,,,,,,,3
419,"The Dutch opened talks with Charles II of England on a common diplomatic front against France, leading to the Triple Alliance, between England, the Dutch and Sweden. The threat of an escalation and a secret treaty to divide Spanish possessions with Emperor Leopold, the other major claimant to the throne of Spain, led Louis to relinquish many of his gains in the 1668 Treaty of Aix-la-Chapelle.[33]
",,,,,,,,3
420,"Louis placed little reliance on his agreement with Leopold and as it was now clear French and Dutch aims were in direct conflict, he decided to first defeat the Republic, then seize the Spanish Netherlands. This required breaking up the Triple Alliance; he paid Sweden to remain neutral and signed the 1670 Secret Treaty of Dover with Charles, an Anglo-French alliance against the Dutch Republic. In May 1672, France invaded the Republic, supported by Münster and the Electorate of Cologne.[34]
",,,,,,,,3
421,"Rapid French advance led to a coup that toppled De Witt and brought William III to power. Leopold viewed French expansion into the Rhineland as an increasing threat, especially after their seizure of the strategic Duchy of Lorraine in 1670. The prospect of Dutch defeat led Leopold to an alliance with Brandenburg-Prussia on 23 June, followed by another with the Republic on 25th.[35] Although Brandenburg was forced out of the war by the June 1673 Treaty of Vossem, in August an anti-French alliance was formed by the Dutch, Spain, Emperor Leopold and the Duke of Lorraine.[36]
",,,,,,,,3
422,"The French alliance was deeply unpopular in England, who made peace with the Dutch in the February 1674 Treaty of Westminster. However, French armies held significant advantages over their opponents; an undivided command, talented generals like Turenne, Condé and Luxembourg and vastly superior logistics. Reforms introduced by Louvois, the Secretary of War, helped maintain large field armies that could be mobilised much quicker, allowing them to mount offensives in early spring before their opponents were ready.[37]
",,,,,,,,3
423,"The French were forced to retreat from the Dutch Republic but these advantages allowed them to hold their ground in Alsace and the Spanish Netherlands, while retaking Franche-Comté. By 1678, mutual exhaustion led to the Treaty of Nijmegen, which was generally settled in France's favour and allowed Louis to intervene in the Scanian War. Despite military defeat, his ally Sweden regained much of their losses under the 1679 treaties of Saint-Germain-en-Laye, Fontainebleau and Lund imposed on Denmark-Norway and Brandenburg.[38]
",,,,,,,,3
424,"Louis was at the height of his power, but at the cost of uniting his opponents; this increased as he continued his expansion. In 1679, he dismissed his foreign minister Simon Arnauld, marquis de Pomponne, because he was seen as having compromised too much with the allies. Louis maintained the strength of his army, but in his next series of territorial claims avoided using military force alone. Rather, he combined it with legal pretexts in his efforts to augment the boundaries of his kingdom. Contemporary treaties were intentionally phrased ambiguously. Louis established the Chambers of Reunion to determine the full extent of his rights and obligations under those treaties.
",,,,,,,,3
425,"Cities and territories, such as Luxembourg and Casale, were prized for their strategic positions on the frontier and access to important waterways. Louis also sought Strasbourg, an important strategic crossing on the left bank of the Rhine and theretofore a Free Imperial City of the Holy Roman Empire, annexing it and other territories in 1681. Although a part of Alsace, Strasbourg was not part of Habsburg-ruled Alsace and was thus not ceded to France in the Peace of Westphalia.
",,,,,,,,3
426,"Following these annexations, Spain declared war, precipitating the War of the Reunions. However, the Spanish were rapidly defeated because the Emperor (distracted by the Great Turkish War) abandoned them, and the Dutch only supported them minimally. By the Truce of Ratisbon, in 1684, Spain was forced to acquiesce in the French occupation of most of the conquered territories, for 20 years.[39]
",,,,,,,,3
427,"Louis' policy of the Réunions may have raised France to its greatest size and power during his reign, but it alienated much of Europe. This poor public opinion was compounded by French actions off the Barbary Coast and at Genoa. First, Louis had Algiers and Tripoli, two Barbary pirate strongholds, bombarded to obtain a favourable treaty and the liberation of Christian slaves. Next, in 1684, a punitive mission was launched against Genoa in retaliation for its support for Spain in previous wars. Although the Genoese submitted, and the Doge led an official mission of apology to Versailles, France gained a reputation for brutality and arrogance. European apprehension at growing French might and the realisation of the extent of the dragonnades' effect (discussed below) led many states to abandon their alliance with France.[40] Accordingly, by the late 1680s, France became increasingly isolated in Europe.
",,,,,,,,3
428,"French colonies multiplied in Africa, the Americas, and Asia during Louis' reign, and French explorers made important discoveries in North America.  In 1673, Louis Jolliet and Jacques Marquette discovered the Mississippi River. In 1682, René-Robert Cavelier, Sieur de La Salle, followed the Mississippi to the Gulf of Mexico and claimed the vast Mississippi basin in Louis' name, calling it Louisiane. French trading posts were also established in India, at Chandernagore and Pondicherry, and in the Indian Ocean at Île Bourbon. Throughout these regions Louis and Colbert embarked on an extensive program of architecture and urbanism meant to reflect the styles of Versailles and Paris and the 'gloire' of the realm.[41]
",,,,,,,,3
429,"Meanwhile, diplomatic relations were initiated with distant countries. In 1669, Suleiman Aga led an Ottoman embassy to revive the old Franco-Ottoman alliance.[42] Then, in 1682, after the reception of the Moroccan embassy of Mohammed Tenim in France, Moulay Ismail, Sultan of Morocco, allowed French consular and commercial establishments in his country.[43] In 1699, Louis once again received a Moroccan ambassador, Abdallah bin Aisha, and in 1715, he received a Persian embassy led by Mohammad Reza Beg.
",,,,,,,,3
430,"From farther afield, Siam dispatched an embassy in 1684, reciprocated by the French magnificently the next year under Alexandre, Chevalier de Chaumont. This, in turn, was succeeded by another Siamese embassy under Kosa Pan, superbly received at Versailles in 1686. Louis then sent another embassy in 1687, under Simon de la Loubère, and French influence grew at the Siamese court, which granted Mergui as a naval base to France. However, the death of Narai, King of Ayutthaya, the execution of his pro-French minister Constantine Phaulkon, and the Siege of Bangkok in 1688 ended this era of French influence.[44]
",,,,,,,,3
431,"France also attempted to participate actively in Jesuit missions to China. To break the Portuguese dominance there, Louis sent Jesuit missionaries to the court of the Kangxi Emperor in 1685: Jean de Fontaney, Joachim Bouvet, Jean-François Gerbillon, Louis Le Comte, and Claude de Visdelou.[45] Louis also received a Chinese Jesuit, Michael Shen Fu-Tsung, at Versailles in 1684.[46] Furthermore, Louis' librarian and translator Arcadio Huang was Chinese.[47][48]
",,,,,,,,3
432,"By the early 1680s, Louis had greatly augmented French influence in the world. Domestically, he successfully increased the influence of the crown and its authority over the church and aristocracy, thus consolidating absolute monarchy in France.
",,,,,,,,3
433,"Louis initially supported traditional Gallicanism, which limited papal authority in France, and convened an Assembly of the French clergy in November 1681. Before its dissolution eight months later, the Assembly had accepted the Declaration of the Clergy of France, which increased royal authority at the expense of papal power. Without royal approval, bishops could not leave France, and appeals could not be made to the Pope. Additionally, government officials could not be excommunicated for acts committed in pursuance of their duties. Although the king could not make ecclesiastical law, all papal regulations without royal assent were invalid in France. Unsurprisingly, the pope repudiated the Declaration.[4]
",,,,,,,,3
434,"By attaching nobles to his court at Versailles, Louis achieved increased control over the French aristocracy.  According to historian Philip Mansel, the king turned the palace into:
",,,,,,,,3
435,"Apartments were built to house those willing to pay court to the king.[50] However, the pensions and privileges necessary to live in a style appropriate to their rank were only possible by waiting constantly on Louis.[51] For this purpose, an elaborate court ritual was created wherein the king became the centre of attention and was observed throughout the day by the public. With his excellent memory, Louis could then see who attended him at court and who was absent, facilitating the subsequent distribution of favours and positions. Another tool Louis used to control his nobility was censorship, which often involved the opening of letters to discern their author's opinion of the government and king.[50] Moreover, by entertaining, impressing, and domesticating them with extravagant luxury and other distractions, Louis not only cultivated public opinion of him, he also ensured the aristocracy remained under his scrutiny.
",,,,,,,,3
436,"Louis's extravagance at Versailles extended far beyond the scope of elaborate court rituals. He took delivery of an African elephant as a gift from the king of Portugal.[52] He encouraged leading nobles to live at Versailles. This, along with the prohibition of private armies, prevented them from passing time on their own estates and in their regional power bases, from which they historically waged local wars and plotted resistance to royal authority. Louis thus compelled and seduced the old military aristocracy (the ""nobility of the sword"") into becoming his ceremonial courtiers, further weakening their power. In their place, he raised commoners or the more recently ennobled bureaucratic aristocracy (the ""nobility of the robe""). He judged that royal authority thrived more surely by filling high executive and administrative positions with these men because they could be more easily dismissed than nobles of ancient lineage, with entrenched influence. It is believed that Louis's policies were rooted in his experiences during the Fronde, when men of high birth readily took up the rebel cause against their king, who was actually the kinsman of some. This victory over the nobility may thus have ensured the end of major civil wars in France until the French Revolution about a century later.
",,,,,,,,3
437,"In 1648 France was the leading European power, and most wars pivoted around its aggressiveness. Only poverty-stricken Russia exceeded it in population, and no one could match its wealth, central location, and very strong professional army. It had largely avoided the devastation of the Thirty Years' War. Its weaknesses included an inefficient financial system that was hard-pressed to pay for its military adventures, and the tendency of most other powers to gang up against it.
",,,,,,,,3
438,"During Louis's reign, France fought three major wars: the Franco-Dutch War, the War of the League of Augsburg, and the War of the Spanish Succession. There were also two lesser conflicts: the War of Devolution and the War of the Reunions.[53] The wars were very expensive but defined Louis XIV's foreign policy, and his personality shaped his approach. Impelled ""by a mix of commerce, revenge, and pique,"" Louis sensed that war was the ideal way to enhance his glory. In peacetime he concentrated on preparing for the next war. He taught his diplomats that their job was to create tactical and strategic advantages for the French military.[5] By 1695, France retained much of its dominance, but had lost control of the seas to England and Holland, and most countries, both Protestant and Catholic, were in alliance against it. Sébastien Le Prestre de Vauban, France's leading military strategist, warned Louis in 1689 that a hostile ""Alliance"" was too powerful at sea. He recommended that France fight back by licensing French merchants ships to privateer and seize enemy merchant ships, while avoiding its navies:
",,,,,,,,3
439,"Vauban was pessimistic about France's so-called friends and allies:
",,,,,,,,3
440,"Louis decided to persecute Protestants and revoke the 1598 Edict of Nantes, which awarded Huguenots political and religious freedom. He saw the persistence of Protestantism as a disgraceful reminder of royal powerlessness. After all, the Edict was the pragmatic concession of his grandfather Henry IV to end the longstanding French Wars of Religion. An additional factor in Louis' thinking was the prevailing contemporary European principle to assure socio-political stability, cuius regio, eius religio (""whose realm, his religion""), the idea that the religion of the ruler should be the religion of the realm (as originally confirmed in central Europe in the Peace of Augsburg of 1555).[56]
",,,,,,,,3
441,"Responding to petitions, Louis initially excluded Protestants from office, constrained the meeting of synods, closed churches outside of Edict-stipulated areas, banned Protestant outdoor preachers, and prohibited domestic Protestant migration. He also disallowed Protestant-Catholic intermarriages to which third parties objected, encouraged missions to the Protestants, and rewarded converts to Catholicism.[57] This discrimination did not encounter much Protestant resistance, and a steady conversion of Protestants occurred, especially among the noble elites.
",,,,,,,,3
442,"In 1681, Louis dramatically increased his persecution of Protestants. The principle of cuius regio, eius religio generally had also meant that subjects who refused to convert could emigrate, but Louis banned emigration and effectively insisted that all Protestants must be converted. Secondly, following the proposal of René de Marillac and the Marquis of Louvois, he began quartering dragoons in Protestant homes. Although this was within his legal rights, the dragonnades inflicted severe financial strain on Protestants and atrocious abuse. Between 300,000 and 400,000 Huguenots converted, as this entailed financial rewards and exemption from the dragonnades.[58]
",,,,,,,,3
443,"On 15 October 1685, Louis issued the Edict of Fontainebleau, which cited the redundancy of privileges for Protestants given their scarcity after the extensive conversions. The Edict of Fontainebleau revoked the Edict of Nantes and repealed all the privileges that arose therefrom.[4] By his edict, Louis no longer tolerated the existence of Protestant groups, pastors, or churches in France. No further churches were to be constructed, and those already existing were to be demolished. Pastors could choose either exile or a secular life. Those Protestants who had resisted conversion were now to be baptised forcibly into the established church.[59]
",,,,,,,,3
444,"Historians have debated Louis' reasons for issuing the Edict of Fontainebleau. He may have been seeking to placate Pope Innocent XI, with whom relations were tense and whose aid was necessary to determine the outcome of a succession crisis in the Electorate of Cologne. He may also have acted to upstage Emperor Leopold I and regain international prestige after the latter defeated the Turks without Louis' help. Otherwise, he may simply have desired to end the remaining divisions in French society dating to the Wars of Religion by fulfilling his coronation oath to eradicate heresy.[60][61]
",,,,,,,,3
445,"Many historians have condemned the Edict of Fontainebleau as gravely harmful to France.[62] In support, they cite the emigration of about 200,000 highly skilled Huguenots (roughly one-fourth of the Protestant population, or 1% of the French population) who defied royal decrees and fled France for various Protestant states, weakening the French economy and enriching that of Protestant states. On the other hand, there are historians who view this as an exaggeration. They argue that most of France's preeminent Protestant businessmen and industrialists converted to Catholicism and remained.[63]
",,,,,,,,3
446,"What is certain is that reaction to the Edict was mixed. Even while French Catholic leaders exulted, Pope Innocent XI still argued with Louis over Gallicanism and criticised the use of violence. Protestants across Europe were horrified at the treatment of their co-religionists, but most Catholics in France applauded the move. Nonetheless, it is indisputable that Louis' public image in most of Europe, especially in Protestant regions, was dealt a severe blow.
",,,,,,,,3
447,"In the end, however, despite renewed tensions with the Camisards of south-central France at the end of his reign, Louis may have helped ensure that his successor would experience fewer instances of the religion-based disturbances that had plagued his forebears. French society would sufficiently change by the time of his descendant, Louis XVI, to welcome tolerance in the form of the 1787 Edict of Versailles, also known as the Edict of Tolerance. This restored to non-Catholics their civil rights and the freedom to worship openly.[64] With the advent of the French Revolution in 1789, Protestants were granted equal rights with their Roman Catholic counterparts.
",,,,,,,,3
448,"The War of the League of Augsburg, which lasted from 1688 to 1697, initiated a period of decline in Louis's political and diplomatic fortunes. It arose from two events in the Rhineland. First, in 1685, the Elector Palatine Charles II died. All that remained of his immediate family was Louis's sister-in-law, Elizabeth Charlotte. German law ostensibly barred her from succeeding to her brother's lands and electoral dignity, but it was unclear enough for arguments in favour of Elizabeth Charlotte to have a chance of success. Conversely, the princess was clearly entitled to a division of the family's personal property. Louis pressed her claims to land and chattels, hoping the latter, at least, would be given to her.[65] Then, in 1688, Maximilian Henry of Bavaria, Archbishop of Cologne, an ally of France, died. The archbishopric had traditionally been held by the Wittelsbachs of Bavaria, but the Bavarian claimant to replace Maximilian Henry, Prince Joseph Clemens of Bavaria, was at that time not more than 17 years old and not even ordained. Louis sought instead to install his own candidate, Wilhelm Egon von Fürstenberg, to ensure the key Rhenish state remained an ally.[66]
",,,,,,,,3
449,"In light of his foreign and domestic policies during the early 1680s, which were perceived as aggressive, Louis's actions, fostered by the succession crises of the late 1680s, created concern and alarm in much of Europe. This led to the formation of the 1686 League of Augsburg by the Holy Roman Emperor, Spain, Sweden, Saxony, and Bavaria. Their stated intention was to return France to at least the borders agreed to in the Treaty of Nijmegen.[67] Emperor Leopold I's persistent refusal to convert the Truce of Ratisbon into a permanent treaty fed Louis's fears that the Emperor would turn on France and attack the Reunions after settling his affairs in the Balkans.[68]
",,,,,,,,3
450,"Another event Louis found threatening was England's Glorious Revolution of 1688. Although King James II was Catholic, his two Anglican daughters, Mary and Anne, ensured the English people a Protestant succession. But when James II's son James Francis Edward Stuart was born, he took precedence in succession over his sisters. This seemed to herald an era of Catholic monarchs in England. Protestant lords called on the Dutch Prince William III of Orange, grandson of Charles I of England, to come to their aid. He sailed for England with troops despite Louis's warning that France would regard it as a provocation. Witnessing numerous desertions and defections, even among those closest to him, James II fled England. Parliament declared the throne vacant, and offered it to James's daughter Mary II and his son-in-law and nephew William. Vehemently anti-French, William (now William III of England) pushed his new kingdoms into war, thus transforming the League of Augsburg into the Grand Alliance. Before this happened, Louis expected William's expedition to England to absorb his energies and those of his allies, so he dispatched troops to the Rhineland after the expiry of his ultimatum to the German princes requiring confirmation of the Truce of Ratisbon and acceptance of his demands about the succession crises. This military manoeuvre was also intended to protect his eastern provinces from Imperial invasion by depriving the enemy army of sustenance, thus explaining the preemptive scorched earth policy pursued in much of southwestern Germany (the ""Devastation of the Palatinate"").[69]
",,,,,,,,3
451,"French armies were generally victorious throughout the war because of Imperial commitments in the Balkans, French logistical superiority, and the quality of French generals such as Condé's famous pupil, François Henri de Montmorency-Bouteville, duc de Luxembourg. His triumphs at the Battles of Fleurus in 1690, Steenkerque in 1692, and Landen in 1693 preserved northern France from invasion.[70]
",,,,,,,,3
452,"Although an attempt to restore James II failed at the Battle of the Boyne in 1690, France accumulated a string of victories from Flanders in the north, Germany in the east, and Italy and Spain in the south, to the high seas and the colonies. Louis personally supervised the captures of Mons in 1691 and Namur in 1692. Luxembourg gave France the defensive line of the Sambre by capturing Charleroi in 1693. France also overran most of the Duchy of Savoy after the battles of Marsaglia and Staffarde in 1693. While naval stalemate ensued after the French victory at the Battle of Beachy Head in 1690 and the Allied victory at Barfleur-La Hougue in 1692, the Battle of Torroella in 1694 exposed Catalonia to French invasion, culminating in the capture of Barcelona. The Dutch captured Pondichéry in 1693, but a 1697 French raid on the Spanish treasure port of Cartagena, Spain, yielded a fortune of 10,000,000 livres.
",,,,,,,,3
453,"In July 1695, the city of Namur, occupied for three years by the French, was besieged by an allied army led by William III. Louis XIV ordered the surprise destruction of a Flemish city to divert the attention of these troops. This led to the bombardment of Brussels, in which more than 4,000 buildings were destroyed, including the entire city-center. The strategy failed, as Namur fell three weeks later, but harmed Louis XIV's reputation: a century later, Napoleon deemed the bombardment ""as barbarous as it was useless.""[71]
",,,,,,,,3
454,"Peace was broached by Sweden in 1690. By 1692, both sides evidently wanted peace, and secret bilateral talks began, but to no avail.[72] Louis tried to break up the alliance against him by dealing with individual opponents, but did not achieve his aim until 1696, when the Savoyards agreed to the Treaty of Turin and switched sides. Thereafter, members of the League of Augsburg rushed to the peace table, and negotiations for a general peace began in earnest, culminating in the Treaty of Ryswick of 1697.[73]
",,,,,,,,3
455,"The Treaty of Ryswick ended the War of the League of Augsburg and disbanded the Grand Alliance. By manipulating their rivalries and suspicions, Louis divided his enemies and broke their power.
",,,,,,,,3
456,"The treaty yielded many benefits for France. Louis secured permanent French sovereignty over all of Alsace, including Strasbourg, and established the Rhine as the Franco-German border (as it is to this day). Pondichéry and Acadia were returned to France, and Louis's de facto possession of Saint-Domingue was recognised as lawful. However, he returned Catalonia and most of the Reunions.
",,,,,,,,3
457,"French military superiority might have allowed him to press for more advantageous terms. Thus, his generosity to Spain with regard to Catalonia has been read as a concession to foster pro-French sentiment and may ultimately have induced King Charles II to name Louis's grandson Philip, Duke of Anjou, heir to the Spanish throne.[74] In exchange for financial compensation, France renounced its interests in the Electorate of Cologne and the Palatinate. Lorraine, which had been occupied by the French since 1670, was returned to its rightful Duke Leopold, albeit with a right of way to the French military. William and Mary were recognised as joint sovereigns of the British Isles, and Louis withdrew support for James II. The Dutch were given the right to garrison forts in the Spanish Netherlands that acted as a protective barrier against possible French aggression. Though in some respects the Treaty of Ryswick may appear a diplomatic defeat for Louis since he failed to place client rulers in control of the Palatinate or the Electorate of Cologne, he did in fact fulfill many of the aims laid down in his 1688 ultimatum.[75] In any case, peace in 1697 was desirable to Louis, since France was exhausted from the costs of the war.
",,,,,,,,3
458,"By the time of the Treaty of Ryswick, the Spanish succession had been a source of concern to European leaders for well over forty years. King Charles II ruled a vast empire comprising Spain, Naples, Sicily, Milan, the Spanish Netherlands, and numerous Spanish colonies. He produced no children, however, and consequently had no direct heirs.
",,,,,,,,3
459,"The principal claimants to the throne of Spain belonged to the ruling families of France and Austria. The French claim derived from Louis XIV's mother Anne of Austria (the older sister of Philip IV of Spain) and his wife Maria Theresa (Philip IV's eldest daughter). Based on the laws of primogeniture, France had the better claim as it originated from the eldest daughters in two generations. However, their renunciation of succession rights complicated matters. In the case of Maria Theresa, nonetheless, the renunciation was considered null and void owing to Spain's breach of her marriage contract with Louis. In contrast, no renunciations tainted the claims of the Emperor Leopold I's son Charles, Archduke of Austria, who was a grandson of Philip III's youngest daughter Maria Anna. The English and Dutch feared that a French or Austrian-born Spanish king would threaten the balance of power and thus preferred the Bavarian Prince Joseph Ferdinand, a grandson of Leopold I through his first wife Margaret Theresa of Spain (the younger daughter of Philip IV).
",,,,,,,,3
460,"In an attempt to avoid war, Louis signed the Treaty of the Hague with William III of England in 1698. This agreement divided Spain's Italian territories between Louis's son le Grand Dauphin and the Archduke Charles, with the rest of the empire awarded to Joseph Ferdinand. William III consented to permitting the Dauphin's new territories to become part of France when the latter succeeded to his father's throne.[76] The signatories, however, omitted to consult the ruler of these lands, and Charles II was passionately opposed to the dismemberment of his empire. In 1699, he re-confirmed his 1693 will that named Joseph Ferdinand as his sole successor.[77]
",,,,,,,,3
461,"Six months later, Joseph Ferdinand died. Therefore, in 1700, Louis and William III concluded a fresh partitioning agreement, the Treaty of London. This allocated Spain, the Low Countries, and the Spanish colonies to the Archduke. The Dauphin would receive all of Spain's Italian territories.[78] Charles II acknowledged that his empire could only remain undivided by bequeathing it entirely to a Frenchman or an Austrian. Under pressure from his German wife, Maria Anna of Neuburg, Charles II named the Archduke Charles as his sole heir.
",,,,,,,,3
462,"On his deathbed in 1700, Charles II unexpectedly changed his will. The clear demonstration of French military superiority for many decades before this time, the pro-French faction at the court of Spain, and even Pope Innocent XII convinced him that France was more likely to preserve his empire intact. He thus offered the entire empire to the Dauphin's second son Philip, Duke of Anjou, provided it remained undivided. Anjou was not in the direct line of French succession, thus his accession would not cause a Franco-Spanish union.[78] If Anjou refused, the throne would be offered to his younger brother Charles, Duke of Berry. If the Duke of Berry declined it, it would go to the Archduke Charles, then to the distantly related House of Savoy if Charles declined it.[79]
",,,,,,,,3
463,"Louis was confronted with a difficult choice. He could agree to a partition of the Spanish possessions and avoid a general war, or accept Charles II's will and alienate much of Europe. He may initially have been inclined to abide by the partition treaties, but the Dauphin's insistence persuaded him otherwise.[80] Moreover, Louis's foreign minister, Jean-Baptiste Colbert, marquis de Torcy, pointed out that war with the Emperor would almost certainly ensue whether Louis accepted the partition treaties or Charles II's will. He emphasised that, should it come to war, William III was unlikely to stand by France since he ""made a treaty to avoid war and did not intend to go to war to implement the treaty"".[77] Indeed, in the event of war, it might be preferable to be already in control of the disputed lands. Eventually, therefore, Louis decided to accept Charles II's will. Philip, Duke of Anjou, thus became Philip V, King of Spain.
",,,,,,,,3
464,"Most European rulers accepted Philip as king, some reluctantly. Depending on one's views of the war's inevitability, Louis acted reasonably or arrogantly.[81] He confirmed that Philip V retained his French rights despite his new Spanish position. Admittedly, he may only have been hypothesising a theoretical eventuality and not attempting a Franco-Spanish union. But his actions were certainly not read as disinterested. Moreover, Louis sent troops to the Spanish Netherlands to evict Dutch garrisons and secure Dutch recognition of Philip V. In 1701, Philip transferred the asiento (the right to supply slaves to Spanish colonies) to France, as a sign of the two nation's growing connections. As tensions mounted, Louis decided to acknowledge James Stuart, the son of James II, as king of England on the latter's death, infuriating William III. These actions enraged Britain and the Dutch Republic.[82] With the Holy Roman Emperor and the petty German states, they formed another Grand Alliance and declared war on France in 1702. French diplomacy secured Bavaria, Portugal, and Savoy as Franco-Spanish allies.[83]
",,,,,,,,3
465,"Even before war was officially declared, hostilities began with Imperial aggression in Italy. Once finally declared, the War of the Spanish Succession lasted almost until Louis's death, at great cost to him and France.
",,,,,,,,3
466,"The war began with French successes, but the talents of John Churchill, 1st Duke of Marlborough, and Eugene of Savoy checked these victories and broke the myth of French invincibility. The duo allowed the Palatinate and Austria to occupy Bavaria after their victory at the Battle of Blenheim. Maximilian II Emanuel, Elector of Bavaria, had to flee to the Spanish Netherlands. The impact of this victory won the support of Portugal and Savoy. Later, the Battle of Ramillies delivered the Low Countries to the Allies, and the Battle of Turin forced Louis to evacuate Italy, leaving it open to Allied forces. Marlborough and Eugene met again at the Battle of Oudenarde, which enabled them to invade France.
",,,,,,,,3
467,"France established contact with Francis II Rákóczi and promised support if he took up the cause of Hungarian independence.
",,,,,,,,3
468,"Defeats, famine, and mounting debt greatly weakened France. Between 1693 and 1710, over two million people died in two famines, made worse as foraging armies seized food supplies from the villages.[84] In desperation, Louis ordered a disastrous invasion of the English island of Guernsey in the autumn of 1704 with the aim of raiding their successful harvest. By the winter of 1708–09, he was willing to accept peace at nearly any cost. He agreed that the entire Spanish empire should be surrendered to the Archduke Charles, and also consented to return to the frontiers of the Peace of Westphalia, giving up all the territories he had acquired over 60 years. But he could promise that Philip V would accept these terms, so the Allies demanded that Louis single-handedly attack his grandson to force these terms on him. If he could not achieve this within the year, the war would resume. Louis could not accept these terms.[85]
",,,,,,,,3
