,Texto,Clase
7764,"['coast', 'mundu', 'novu', '1502', '1503', 'disprov', 'america', 'easternmost', 'columbu', 'contin']",3
7765,"['álvare', 'cabral', 'colon', 'brazil', 'other']",3
7766,[],3
7767,"['portugues', 'gradual', 'switch', 'plan', 'establish', 'trade', 'post', 'colon', 'brazil', 'import', 'million', 'slave', 'plantat', 'portugues', 'spanish']",3
7768,"['treasur', 'found', 'quinto', 'casa', 'de', 'contratación', 'tax', '16th', 'centuri', 'silver']",3
7769,"['240,000', 'european', 'enter', 'port', 'america']",3
7770,"['franc', 'found', 'coloni', 'america', 'america', 'colon', 'spain', 'florida', 'caribbean', 'conquer', 'spanish', 'depopul', 'diseas', 'america', 'french']",3
7771,"['jacqu', 'cartier', '1491', '1557', 'henri', 'hudson', '1560', '1611', 'samuel', 'de']",3
7772,"['french', 'coloni', 'focu', 'sugar', 'plantat', 'caribbean', 'canada', 'fur', 'trade', 'nativ', 'import', '16,000', 'french', 'women', 'colon']",3
7773,"['diseas', 'environ', 'land', 'food', 'exponenti', '65,000', '1760', 'coloni', 'britain', '1760']",3
7774,"['british', 'colon', 'america', 'centuri', 'spain', 'arriv', 'meant', 'british', 'european', 'colon', 'power', 'endeavor', 'spanish', 'rich', 'coloni']",3
7775,"['american', '16th', 'centuri', 'attempt', 'colon', 'occur', 'roanok', 'newfoundland', 'unsuccess', '1606']",3
7776,"['sponsor', 'stock', 'compani', 'charter', 'virginia']",3
7777,"['protest', 'reform', '16th', 'centuri', 'broke', 'uniti', 'christendom', 'led', 'sect', 'face', 'persecut', 'government', 'england', 'came', 'organ']",3
7778,"['puritan', 'movement', 'sought', 'purifi', 'church', 'england', 'residu', 'cathol', 'rite', 'pilgrim']",3
7779,"['england', '1629', '1642', 'found', 'coloni']",3
7780,[],3
7781,[],3
7782,"['discrimin', 'english', 'coloni', 'commun', 'indigen', 'commun', 'european', 'nativ', 'savag', 'worthi', 'particip', 'civil', 'nativ', 'america', 'die']",3
7783,"['british', 'indian', 'indian', 'act', 'trail', 'tear', '25', 'indigen', 'nativ', 'land']",3
7784,"['john', 'smith', 'colonist', 'jamestown', 'search', 'gold', 'care', 'food', 'shelter', 'food', 'secur', 'rate', 'distress', 'despair', 'colonist']",3
7785,"['crop', 'work', 'john', 'rolf', 'other', 'driver', 'virginia', 'coloni', 'maryland', 'plantat']",3
7786,"[""virginia'"", 'settlement', '1587', '1680', 'sourc', 'labor', 'immigr', 'indentur', 'servant', 'oversea', 'coloni', '17th', 'centuri', 'indentur', 'servant']",3
7787,"['indentur', 'servant', 'teenag', 'england', 'poor', 'prospect', 'father', 'sign', 'paper', 'free']",3
7788,"['landown', 'labor', 'will', 'pay', ""laborer'""]",3
7789,"['darien', 'ill-fat', 'ventur', 'kingdom', 'scotland', 'panama', '1690', 'darien', 'aim', 'control', 'trade', 'promot', 'scotland', 'trade', 'power']",3
7790,"['leadership', 'demand', 'trade', 'good', 'diseas', 'failur', 'darien', 'led', 'kingdom', 'scotland']",3
7791,"['pope', 'alexand', 'vi', 'issu', 'inter', 'caetera', 'bull', '1493', 'grant', 'land', 'kingdom', 'spain', 'request', 'evangel', ""columbus'""]",3
7792,"['practic', 'mission', 'supervis', 'commun', 'establish', 'area', 'spanish', 'priest', 'preach', 'gospel']",3
7793,"['argentina', 'chile', '1530', 'spanish', 'roman']",3
7794,[],3
7795,"['slaveri', 'prohibit', 'christian', 'impos', 'non-christian', 'prison', 'war', 'slave', 'debat', 'christian', 'acut', '16th', 'centuri', 'dominican', 'priest']",3
7796,"['giné', 'de', 'sepúlveda', 'held', 'valladolid', 'debat', 'former', 'argu', 'nativ', 'american']",3
7797,"['definit', 'nativ', 'american', 'possess', 'prohibit']",3
7798,[],3
7799,"['practic', 'slaveri', 'uncommon', 'nativ', 'arriv', 'european', 'captur', 'rival', 'tribe', 'slave', 'human', 'sacrific', 'arriv', 'white', 'colonist']",3
7800,"['diseas', 'killer', 'indian', 'practic', 'slaveri', 'contributor', 'indigen', 'death', 'toll', 'arriv', 'european', 'coloni', 'power', 'enslav', 'nativ']",3
7801,"['nineteenth', 'centuri', '2.5', 'million', 'nativ', 'american', 'forc', 'slaveri', 'indigen', 'women']",3
7802,"['cibao', 'danger', 'indian', 'diver', 'breath']",3
7803,[],3
7804,[],3
7805,[],3
7806,[],3
7807,"['pueblo', 'revolt', '1680', 'pueblo', 'tribe', 'led', 'upris', 'death', 'spanish', 'colon', 'reclaim', 'indigen', 'land', 'andré', 'resendez']",3
7808,"['perpetr', 'nativ', 'slaveri', 'european', 'colonist', 'power', 'indian', 'tribe', 'american', 'southwest']",3
7809,"['european', 'settler', 'slave', 'traffic', 'nineteenth']",3
7810,[],3
7811,"['18th', 'centuri', 'overwhelm', 'slave', 'amerindian', 'slaveri', 'african', 'aboard', 'slave', 'ship', 'america', 'african', 'homeland', 'tribe', 'captur']",3
7812,"['nativ', 'african', 'tribe', 'rum', 'gun', 'gunpowd', 'manufactur', 'slave', 'trade', 'caribbean']",3
7813,"['slave', 'sugar', 'coloni', 'caribbean', 'brazil']",3
7814,"['slaveri', 'mission', 'cathol', 'church', 'colon', 'practic', 'belt', 'latitud', 'theori', 'aristotl', 'ptolemi', 'belt', 'latitud', 'wrap', 'earth']",3
7815,"['europ', 'prudenc', 'hot', 'zone', 'sub-sahara', 'africa', 'weaker', 'theori', 'temper', 'zone']",3
7816,"['gold', 'rush', 'indian', 'enslav', 'american', 'landown', 'john', 'bidwel', 'coerc', 'indian', 'children', 'work', 'ranch', 'scare', 'tale']",3
7817,"['fair', 'indigen', 'labor', 'captain', 'john', 'sutter', 'paid', 'indian', 'slave', 'metal']",3
7818,"['cotton', 'shirt', 'pair', 'pant', 'andrew']",3
7819,[],3
7820,[],3
7821,[],3
7822,[],3
7823,"['roman', 'cathol', 'group', 'immigr', 'settler', 'coloni', 'portug', 'spain', 'franc', 'belong', 'faith', 'english', 'dutch', 'coloni', 'tend']",3
7824,"['english', 'puritan', 'nonconformist', 'english', 'cathol', 'scottish', 'presbyterian', 'french', 'huguenot', 'german']",3
7825,"['european', 'lifestyl', 'quarter', 'domest', 'anim', 'cow', 'pig', 'sheep', 'goat', 'hors', 'dog', 'domest', 'fowl', 'diseas', 'origin']",3
7826,"['epidem', 'smallpox', '1518', '1521', '1525', '1558', '1589', 'typhu', '1546', 'influenza', '1558', 'diphtheria', '1614', 'measl', '1618']",3
7827,"['million', 'million', 'indigen', 'america', 'cultur', 'polit', 'attend', 'loss', 'appear', 'aid']",3
7828,"['other', 'argu', 'variat', 'size', 'pre-columbian', 'higher-end', 'caution', 'reflect', 'histor', 'maxima', 'indigen', 'maxima', 'period', 'contact', 'european']",3
7829,"['scientist', 'colleg', 'colon', 'america', 'european', 'indigen', 'climat', 'global', 'cool', '46', 'scholar', 'indigen', 'loss', 'caribbean', 'widespread']",3
7830,"['gold', 'silver', 'mine', 'historian', 'andré', 'reséndez', 'argu', 'indigen', 'smaller', '“']",3
7831,"['hemispher', 'came', 'control', 'european', 'govern', 'landscap', 'plant', 'anim', 'centuri', 'million', 'europ', 'america', 'post', '1492', 'period']",3
7832,"['human', 'slave', 'idea', 'communic', 'diseas', 'american', 'afro-eurasian', 'hemispher', ""columbus'"", 'voyag']",3
7833,"['scholar', 'write', 'centuri', 'pre-columbian', 'low', 'million', 'centuri', 'scholar', 'gravit', 'middl', 'million', 'historian', 'argu', 'million', 'recent']",3
7834,"['coloni', 'type', 'polit', 'paper', 'institut', 'long-run', 'growth', 'economist', 'daron', 'acemoglu', 'johnson', 'jame', 'robinson', 'argu', 'natur']",3
7835,"['smallhold', 'coerc', 'labor', 'product', '55', 'dens', 'exampl', 'slave', 'labor', 'landown']",3
7836,"['british', 'coloni', 'leader', 'convers', 'incentiv']",3
7837,"['jame', 'mahoney', 'professor', 'northwestern', 'coloni', 'polici', 'junctur', 'land', 'ownership', 'coffee-rich', 'america', 'foster', 'endur', 'institut', 'coffe']",3
7838,"['oper', 'coerciv', 'labor', 'centuri', 'polit', 'authoritarian', 'militar', 'colombia', 'costa', 'rica']",3
7839,"['middl', 'class', 'nation', 'democrat', 'egalitarian']",3
7840,"['american', 'hemispher', 'sourc', 'nativ', 'american', 'arriv', 'european', 'forcibl', 'african', 'mixtur', 'cultur', 'impact', 'ethnic', 'makeup', 'predomin']",3
7841,"['someon', 'european', 'indigen', 'ancestri', 'mestizo', 'describ', 'someon', 'european', 'african', 'ancestri']",3
7842,"['forc', 'sexual', 'indigen', 'african', 'women']",3
7843,[],3
7844,"['iberian', 'british', 'came', 'plan', 'america', 'british', 'colon', 'wive', 'british', 'rare', 'sexual', 'nativ', 'women', 'mestizo', 'mulatto']",3
7845,"['2007', 'smithsonian', 'institut', 'nation', 'museum', 'american', 'virginia', 'histor', 'vh', 'co-organ', 'exhibit', 'recount', 'strateg', 'allianc', 'conflict']",3
7846,"['nativ', 'america', 'exhibit', 'languag', 'artifact', 'rare', 'surviv', 'nativ', 'european', 'artifact']",3
7847,"['2007', 'smithsonian', 'intern', 'galleri', 'octob']",3
7848,"['onlin', 'exhibit', 'explor', 'intern', 'origin', 'canada', 'unit', 'state', 'commemor', '400th', 'anniversari', 'settlement', 'jamestown', '1607', 'quebec']",3
7849,"['cretan', 'war', 'greek', 'κρητικός', 'πόλεμος', 'turkish', ""girit'in"", 'fethi', 'war', 'candia', 'italian', 'guerra', 'di', 'candia', 'serbo-croatian']",3
7850,"['conflict', 'republ', 'venic', 'alli', 'chief', 'knight', 'malta', 'papal', 'state', 'franc']",3
7851,"['war', '1645', '1669', 'fought', 'crete']",3
7852,"['crete', 'conquer', 'ottoman', 'year', 'war', 'fortress', 'candia', 'modern', 'heraklion', 'capit', 'crete', 'resist', 'success', 'sieg', ""troy'""]",3
7853,"['attent', 'forc', 'venetian', 'hope', 'victori', 'larger', 'ottoman', 'armi', 'crete', 'success']",3
7854,"['nation', 'exhort', 'pope', 'reviv', 'crusad']",3
7855,[],3
7856,"['conflict', 'republ', 'lucr', 'trade', 'ottoman', 'empir', '1660', 'despit', 'aid', 'christian', 'nation', 'war-weari', 'ottoman', 'manag', 'forc']",3
7857,"['sent', 'expedit', '1666', 'direct', 'supervis', 'grand', 'vizier', 'bloodiest', 'sieg', 'candia']",3
7858,"['treati', 'venic', 'fortress', 'crete', 'territori']",3
7859,[],3
7860,"['loss', 'cypru', 'ottoman', 'fourth', 'ottoman', 'venetian', 'war', '1570', '1573', 'crete', 'kingdom', 'candia', 'oversea', 'possess', 'venic']",3
7861,"['ottoman', '4', 'size', 'fertil', 'bad', 'state', 'fortress', 'tempt', 'prize', 'malta']",3
7862,"['venic', 'scrupul', 'observ', 'treati', 'ottoman']",3
7863,[],3
7864,[],3
7865,"['potenti', 'conflict', 'ottoman', 'venic', '1638', 'venetian', 'fleet', 'attack', 'destroy', 'fleet', 'barbari', 'pirat', 'sought', 'ottoman', 'port']",3
7866,"['enrag', 'threaten', 'execut', 'venetian', 'empir', 'put', 'embargo', 'venetian', 'trade', 'ottoman']",3
7867,"['similar', 'episod', '1644', 'septemb', 'knight', 'malta', 'attack', 'ottoman', 'convoy', 'constantinopl', 'alexandria', 'aboard', 'pilgrim', 'bound', 'mecca']",3
7868,"['sünbül', 'ağa', 'kadi', 'futur', 'sultan', 'mehm', 'iv', 'fight', 'sünbül', 'ağa']",3
7869,"['dock', 'harbor', 'southern', 'coast', 'crete']",3
7870,[],3
7871,[],3
7872,[],3
7873,[],3
7874,"['venetian', 'inde', 'fool', 'ottoman', 'subterfug', 'surpris', 'arriv', 'ottoman', 'fleet', 'crete', 'june', '1645', 'despit', 'effort', 'recent']",3
7875,"['venetian', 'defens', 'bad', 'state', '17', ""island'"", 'neglect', 'effort', 'put', 'repair']",3
7876,"['arm', 'fleet', 'assist', 'promis', 'war']",3
7877,"['ottoman', 'land', '15', 'canea', 'chania', 'militia', 'fled', 'attack', 'fortress', 'st', 'todero', 'command', 'istrian', 'blasio', 'zulian']",3
7878,"['ottoman', 'armi', 'canea', 'fell', 'august', 'sieg', 'day', 'venetian', 'strengthen', 'promis']",3
7879,"['fleet', 'disarray', 'alli', 'christian', 'fleet']",3
7880,[],3
7881,"['novemb', 'silahdar', 'yusuf', 'pasha', 'garrison', 'return', 'constantinopl', 'winter', 'fell', 'foul', 'sultan', 'execut', 'nevertheless', 'ottoman', 'prepar']",3
7882,"['tri', 'money', 'attempt', 'induc', 'european', 'power', 'join', 'ottoman', 'europ', 'lock']",3
7883,"['hard', 'press', 'financi', 'demand', 'war']",3
7884,[],3
7885,[],3
7886,"[""cappello'"", '1646', 'distinctli', 'lacklust', 'fail', 'interdict', 'arriv', 'ottoman', 'reinforc', 'koca', 'musa', 'pasha', 'june', 'attack', 'ottoman']",3
7887,"['attempt', 'break', 'ottoman', 'blockad', 'rettimo', 'rethymno', 'fell', 'octob', 'citadel', 'held']",3
7888,"['mid-jun', 'ottoman', 'forc', 'rout', 'larger']",3
7889,[],3
7890,[],3
7891,"['sieg', '1648', 'ottoman', 'month', 'invest', 'water', '1669', 'longest', 'sieg', 'sieg', 'ceuta', '1694-1727', 'moor', 'moulay', 'ismail']",3
7892,"['christian', 'fleet', 'aegean', 'intercept', 'ottoman', 'convoy', 'reinforc', 'overal', 'ottoman', 'war']",3
7893,"['offici', 'ultim', 'led', 'deposit', 'favor']",3
7894,"['forc', 'ottoman', 'command', 'gazi', 'hüseyin', 'pasha', 'lift', 'sieg', '1649', 'renew', 'period', 'month', 'arriv', 'ottoman', 'fleet']",3
7895,"['defend', 'held', 'firm', 'ottoman', 'lost', '1,000', 'withdraw', '1,500', 'janissari', 'reinforc']",3
7896,"['construct', 'fort', 'canea', 'area', 'arriv']",3
7897,[],3
7898,[],3
7899,[],3
7900,"['venic', 'ottoman', 'expeditionari', 'forc', 'crete', 'possess', 'fine', 'navi', 'ottoman', 'rout', '1645', 'venetian', 'alli', 'possess', 'fleet']",3
7901,"['venetian', 'fleet', 'galley', 'sail', 'ship', 'ottoman', 'navi', 'exclus', 'galley', '39']",3
7902,"['venetian', 'oper', 'attempt', 'blockad', 'dardanel', '1646', 'interdict', 'ottoman', 'forc', 'crete', 'forc', 'venetian', 'ship', 'tommaso', 'morosini']",3
7903,"['captur', 'strateg', 'import', 'tenedo', 'entranc', 'dardanel', 'kapudan', 'pasha', 'koca', 'musa']",3
7904,"['ottoman', 'fleet', '4', 'june', 'wind']",3
7905,[],3
7906,"['januari', '1647', 'venetian', 'lost', 'tommaso', 'morosini', 'ship', 'forc', 'face', 'ottoman', 'fleet', 'galley', 'fight', 'morosini', 'manag']",3
7907,"['ship', 'rescu', 'arriv', 'venetian', 'fleet', 'captain', 'giovanni', 'battista', 'grimani', 'stand-off']",3
7908,"['year', 'failur', 'venetian', 'attempt', 'blockad']",3
7909,"['venetian', 'return', 'dardanel', '1648', 'despit', 'ship', 'admir', 'grimani', 'storm', 'mid-march', '46', 'reinforc', 'giacomo', 'da', 'riva']",3
7910,"['strait', 'year', 'ottoman', 'counter', 'fleet', 'çeşm', 'forc', 'venetian', 'forc', '1649']",3
7911,"['score', 'victori', 'ottoman', 'fleet', 'anchorag']",3
7912,[],3
7913,[],3
7914,"['1650', 'venetian', 'fleet', 'vessel', 'blockad', 'dardanel', 'prohibit', 'haideragazad', 'mehm', 'pasha', 'sail', 'crete', 'year', 'hozamzad', 'ali']",3
7915,"['get', 'blockad', 'wait', 'winter', 'venetian', 'withdrew', 'forc', 'assembl', 'ship', 'embark']",3
7916,"['juli', '1651', 'naval', 'battl', 'war', 'fought', 'naxo', 'three-day', 'venetian', '58', 'ship', 'alvis', 'mocenigo', 'victori', 'twice']",3
7917,"['withdrew', 'rhode', 'candia', 'mocenigo', 'leonardo', 'foscolo', 'year', 'ottoman', 'succeed', 'forc']",3
7918,"['1654', 'ottoman', 'marshal', 'arsen', 'tersâne-i', 'âmire', 'golden', 'horn', 'produc', 'warship', 'squadron', 'tripolitania', 'tuni', 'arriv', 'strengthen']",3
7919,"['sail', 'forth', 'dardanel', 'ship', 'sail', 'ship', 'galley', 'galleass', 'galley', 'aegean']",3
7920,"['giusepp', 'dolfin', 'battl', 'ottoman', 'victori']",3
7921,[],3
7922,[],3
7923,[],3
7924,[],3
7925,"['morosini', 'energet', 'venetian', 'war', '1655', 'raid', 'ottoman', 'depot', 'aigina', 'raze', 'port', 'volo', 'attack', 'march', 'june']",3
7926,"['ottoman', 'fleet', 'polit', 'upheav', 'ottoman', 'govern', 'lazzaro', 'mocenigo', 'fleet', 'ship']",3
7927,"['mustapha', 'pasha', 'appear', '58', 'battl']",3
7928,[],3
7929,[],3
7930,"['year', 'venetian', 'held', 'upper', 'ottoman', 'control', 'aegean', 'tribut', 'recruit', 'concret', 'despit', 'defeat', 'ottoman', 'free', 'roam']",3
7931,"['alexandria', 'rhode', 'chio', 'monemvasia', 'peloponnes', 'june', '1656', 'venetian', 'maltes', 'fleet']",3
7932,"['lepanto', ':[', '64', 'sixti', 'ottoman']",3
7933,[],3
7934,[],3
7935,"['1657', 'ottoman', 'revers', 'energet', 'grand', 'vizier', 'köprülü', 'mehm', 'pasha', 'arm', 'dictatori', 'appoint', 'septemb', '1656', 'reinvigor']",3
7936,"['kapudan', 'pasha', 'topal', 'mehm', 'march', 'ottoman', 'succeed', 'evad', 'venetian', 'blockad']",3
7937,"['victori', '3', 'week', 'suazich', 'reinforc']",3
7938,[],3
7939,[],3
7940,[],3
7941,[],3
7942,[],3
7943,"['1658', 'ottoman', 'power', 'redirect', 'campaign', 'georg', 'ii', 'rákóczi', 'princ', 'transylvania', 'evolv', 'conflict', 'habsburg', 'year', 'venetian']",3
7944,"['blockad', 'strait', 'dardanel', 'morosini', 'resum', 'tactic', 'attack', 'ottoman', 'stronghold', 'sieg']",3
7945,"['sack', 'kalamata', 'peloponnes', 'toron', 'chalcidic']",3
7946,[],3
7947,[],3
7948,"['meantim', 'war-weari', 'venetian', 'suffer', 'disrupt', 'trade', 'peac', 'feeler', 'sent', 'ottoman', 'demand', 'concess', 'crete', 'peac', 'unaccept']",3
7949,"['hope', 'receiv', 'assist', 'money', 'french', 'tradit', 'good', 'port', 'sour', '74']",3
7950,"['inde', 'compani', 'europ', 'volunt', ""republic'"", 'armi', 'christian', 'ruler', 'felt', 'oblig', 'ship', 'french', 'conting', '4,200', 'princ']",3
7951,"['conting', 'german', 'mercenari', 'troop', 'savoy', 'maltes', 'tuscan', 'french', 'ship', 'despit']",3
7952,"['attack', 'ottoman', 'sieg', 'candia', 'septemb']",3
7953,[],3
7954,[],3
7955,[],3
7956,"['venetian', 'idl', 'ottoman', 'sign', 'peac', 'vasvár', '1664', 'focu', 'crete', 'grand', 'vizier', 'köprülü', 'fazıl', 'ahm', 'prepar']",3
7957,"['ottoman', 'forc', 'crete', '1', 'ottoman', 'peac', 'venic', 'candia', 'tribut', 'reject']",3
7958,"['greec', 'whenc', 'embark', 'crete', 'winter']",3
7959,[],3
7960,[],3
7961,[],3
7962,"['8', 'march', '1668', 'venetian', 'victori', 'hard-fought', 'battl', 'st', 'pelagia', '2,000', 'ottoman', 'troop', '12', 'galley', 'attempt']",3
7963,"['morosini', 'reinforc', 'costli', 'victori', ""venice'"", 'victori', 'sea', 'war', 'reinforc', 'papal']",3
7964,"['st', 'todero', 'alli', 'forc', 'seiz']",3
7965,[],3
7966,"['ottoman', 'armi', 'arriv', 'winter', '1666/1667', 'phase', 'sieg', 'overseen', 'grand', 'vizier', 'month', 'sorti', '108,000', 'turk', '29,088']",3
7967,"['noblemen', 'equival', 'quarter', 'grand', 'council', '38', 'face', 'renew', 'ottoman', 'struggl']",3
7968,"['settlement', 'ottoman', 'inde', 'venetian', 'hope']",3
7969,[],3
7970,[],3
7971,[],3
7972,"['june', 'long-await', 'french', 'conting', '6,000', 'soldier', 'ship', 'command', 'françoi', 'duke', 'beaufort', 'arriv', 'candia', 'galley', 'fleet']",3
7973,"['progress', 'year', 'bastion', 'fortress', 'defend', 'dire', 'strait', 'candia', 'french', 'salli']",3
7974,"['ottoman', 'counter-attack', 'drove', 'attack', 'disast']",3
7975,[],3
7976,[],3
7977,[],3
7978,"['failur', 'disast', 'month', 'sour', 'french', 'venetian', 'cooper', 'distinctli', 'oper', 'attempt', 'week', 'bad', 'troop', 'attrit', 'forc']",3
7979,"['depart', 'french', 'conting', 'depart', 'august', 'ottoman', '25th', 'repuls', 'morosini', 'held']",3
7980,"['ottoman', 'survivor', 'garrison', 'citizen', 'treasur']",3
7981,[],3
7982,"['dalmatian', 'front', 'theater', 'oper', 'phase', 'war', 'revers', 'crete', 'ottoman', 'insignific', 'venetian', 'oper', 'base', 'control', 'sea']",3
7983,"['attack', '1646', 'gain', 'captur', 'krk', 'pag', 'cre', 'importantli', 'supposedli', 'impregn']",3
7984,"['stronghold', 'dalmatia', 'zadar', 'split', 'year']",3
7985,[],3
7986,[],3
7987,[],3
7988,"['surrend', 'candia', 'centuri', 'venetian', 'rule', 'crete', 'ottoman', 'empir', 'temporari', 'territori', 'zenith', 'cost', 'casualti', 'incur', 'war']",3
7989,"['lost', 'coloni', 'pre-emin', 'trade', 'posit', 'mediterranean', 'treasuri', '4,253', '000', 'ducat']",3
7990,"['tri', 'charg', 'insubordin', 'treason', 'acquit']",3
7991,[],3
7992,[],3
7993,[],3
7994,"['candia', 'fear', 'ottoman', 'attack', 'malta', '1670', 'order', 'st', 'john', 'improv', ""island'"", 'defenc', 'construct', 'cottonera', 'fort']",3
7995,"['catherin', 'braganza', 'portugues', 'catarina', 'de', 'bragança', '25', 'novemb', '1638', 'decemb', '1705', 'queen', 'england', 'scotland', 'ireland']",3
7996,"['ii', 'daughter', 'king', 'john', 'iv', 'king', 'hous', 'braganza', '1640', 'overthrow']",3
7997,"['regent', 'portug', 'brother', '1701', '1704']",3
7998,"['owe', 'roman', 'cathol', 'faith', 'catherin', 'unpopular', 'england', '1', 'attack', 'inventor', 'popish', 'plot', '1678', 'murder', 'edmund']",3
7999,"['oat', 'accus', 'poison', 'king', 'charg', 'absurd', 'shown', 'cross-examin', 'nevertheless', 'queen']",3
8000,"['palac', 'whitehal', 'deposit', 'june', '1679']",3
8001,"['produc', 'heir', 'king', 'suffer', 'miscarriag', '1', 'husband', 'kept', 'mistress', 'barbara', 'palmer', 'catherin', 'forc', 'ladi', 'bedchamb']",3
8002,"['catherin', 'born', 'ducal', 'palac', 'vila', 'viçosa', 'surviv', 'daughter', 'john', '8th', 'duke', 'braganza', 'wife', 'luisa', 'de']",3
8003,"['father', 'acclaim', 'king', 'john', 'iv', 'portug', '1', 'decemb', '1640', ""father'""]",3
8004,"['prime', 'wife', 'european', 'royalti', 'bride']",3
8005,[],3
8006,[],3
8007,"['power', 'throne', 'queen', 'luisa', 'took', ""children'"", 'upbring', 'person', 'supervis', ""daughter'"", 'catherin', 'convent', 'royal', 'palac', 'appear']",3
8008,"['retir', 'hath', 'hardli', 'palac', '4', ""catherine'"", 'older', 'sister', 'joana', 'princess']",3
8009,"['countri', ""husband'"", 'death', '1656', '1']",3
8010,"['negoti', 'marriag', 'reign', 'king', 'charl', 'renew', 'restor', 'june', '1661', 'spite', 'spanish', 'marriag', 'sign', 'england', 'secur']",3
8011,"['privileg', 'brazil', 'indi', 'commerci', 'freedom', 'portug', 'million', 'portugues', 'crown', '£']",3
8012,"['worship', 'catherin', 'arriv', 'portsmouth', '1662']",3
8013,"['septemb', '1662', 'marri', 'enter', 'portugues', 'deleg', 'court', 'minstrel', 'musician', 'shawm', 'twelv', 'portugues', 'bagpip', 'queen', '’']",3
8014,"['palac', 'henrietta', 'maria', 'queen', 'wait', 'british', 'court', 'nobil', 'feast', 'firework']",3
8015,"['catherin', 'possess', 'good', 'convent', 'seclud', 'scarc', 'wife', 'charl', 'law', 'dowag', 'queen', 'henrietta', 'maria', 'pleas', 'henrietta']",3
8016,"['king', 'love', 'saint', ""catherine'"", 'person', 'charm', 'potent', 'wean', 'charl', 'mistress']",3
8017,"[""catherine'"", 'thought', 'plot', 'secur', 'allianc', 'england', ""portugal'"", 'fight', 'independ', 'futur', 'husband', 'restor', 'dalli', 'mistress', ""catherine'""]",3
8018,"['frivol', 'convent', 'action', 'govern', 'etiquett', 'royal', 'court', 'portug', 'account', 'catherin']",3
8019,"['marriag', 'twenty-thre', 'lost', 'resign', 'grand', 'abroad', 'seren', ""catherine'"", 'impend', 'nuptial', 'request', 'permiss', 'pilgrimag', 'favourit', 'shrine']",3
8020,"['distress', 'felt', 'lessen', 'knowledg', 'marriag', 'hail', 'welcomest', 'news', 'came', 'portugues']",3
8021,"['catherin', 'pregnant', 'miscarri', 'least', '1663', 'imagin', 'birth', 'charl', 'inde', 'birth', 'son', 'daughter', 'posit', 'charl', 'children']",3
8022,"['miscarriag', 'queen', 'heir', 'royal', 'advisor', 'urg', 'monarch', 'seek', 'divorc', 'hope']",3
8023,"['dismiss', 'idea', 'divorc', 'catherin', 'faith']",3
8024,"['catherin', 'queen', 'roman', 'cathol', '1', 'religion', 'prevent', 'crown', 'roman', 'cathol', 'forbidden', 'anglican', 'servic', 'face', 'hardship']",3
8025,"['conflict', 'roman', 'cathol', 'anglican', 'quiet', 'decorum', 'loyalti', 'genuin', 'affect', 'charl']",3
8026,"['difficulti', 'english', 'languag', 'rigidli', 'portugues', 'infanta', 'mellow', 'innoc', 'pleasur', 'court', 'love', 'card', 'shock', 'devout', 'protest']",3
8027,"['masqu', 'love', 'picnic', 'fish', 'archeri', 'favourit', 'pastim', 'cri', 'convent-day', 'newli']",3
8028,"['pretti', 'neat', 'leg', 'ankl', 'shorter']",3
8029,[],3
8030,[],3
8031,"['english', 'polit', 'kept', 'nativ', 'countri', 'anxiou', 're-establish', 'good', 'pope', 'perhap', 'gain', 'recognit', 'portugues', 'independ', 'sent']",3
8032,"['cardin', '1669', 'last-ditch', 'effort', 'candia', 'crete', 'sieg', 'turk', 'rome', 'promot']",3
8033,"['4', '1670', 'charl', 'ii', 'order']",3
8034,"['catherin', 'faint', ""charles'"", 'offici', 'mistress', 'barbara', 'palmer', 'charl', 'insist', 'palmer', ""catherine'"", 'ladi', 'bedchamb', 'incid', 'catherin']",3
8035,"['portug', 'openli', 'palmer', 'clarendon', 'fail', 'mind', 'charl', 'dismiss', ""catherine'"", 'portugues']",3
8036,"['faith', 'religion', 'proxim', 'king', 'anti-cathol', 'sentiment', 'catherin', 'faith', 'pieti', 'characterist', 'wife', 'king', 'admir', 'sister', ""catherine'""]",3
8037,"['priest', '1665', 'catherin', 'decid', 'hous', 'st', ""james'"", 'thirteen', 'portugues', 'franciscan']",3
8038,"['1675', 'possibl', 'reviv', 'divorc', 'indirectli', 'led', ""catherine'"", 'husband', 'cannot', 'fail', 'mental', 'year', 'irish', 'english', 'cathol']",3
8039,"['priest', 'harsher', 'put', 'cathol', 'catherin', 'appoint', 'friend', 'advis', 'devoutli', 'cathol']",3
8040,"['pleas', 'catherin', 'perhap', 'futil', 'divorc']",3
8041,[],3
8042,[],3
8043,"['test', 'act', '1673', 'cathol', 'offic', 'anti-cathol', 'feel', 'intensifi', 'year', 'polit', '1675', 'catherin', 'criticis', 'supposedli', 'idea']",3
8044,"['highest-rank', 'cathol', 'countri', 'catherin', 'protest', 'extremist', 'hardli', 'surpris', 'popish', 'plot', '1678', 'threaten', 'posit', 'catherin', 'secur']",3
8045,"['burnet', 'hous', 'lord', 'refus', 'overwhelm', 'impeach', '4', 'royal', 'warmer', 'catherin']",3
8046,"['charl', '1685', 'show', 'anxieti', 'reconcili', 'roman', 'cathol', 'faith', 'exhibit', 'grief', 'death', 'die', '1685', 'ask', 'catherin']",3
8047,"['beg', 'pardon', 'offend', 'ala', 'poor', 'ask', 'pardon', 'beg', 'year', 'unsuccess']",3
